influence.1.1		influence.1.2		influence.1.3		influence.1.4		influence.1.5		influence.2.1		influence.2.2		influence.2.3		influence.2.4		influence.2.5		influence.3.1		influence.3.2		influence.3.3		influence.3.4		influence.3.5		influence.4.1		influence.4.2		influence.4.3		influence.4.4		influence.4.5		influence.5.1		influence.5.2		influence.5.3		influence.5.4		influence.5.5		
0.000000000000000000e+00 5.142484358178132098e-01 2.118299130490076010e+00 2.078581292262614912e-08 6.928480134505882009e-03 9.469602504082023087e-01 0.000000000000000000e+00 3.640682660485956568e-01 1.297408168425205589e-04 3.548859158521002158e-15 2.261337508338264968e+00 2.449914607973479042e-01 0.000000000000000000e+00 2.195158539306899274e-04 9.150152337764493903e-07 1.178444166790701322e-03 6.217347792368928124e-20 2.534271422190326591e-09 0.000000000000000000e+00 8.998061061751634782e+00 9.106092019061958268e-03 3.209009280160383037e-04 2.146909638420604644e-04 7.594706482849319151e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.939025682495378655e-01 1.902344754221398926e+00 8.151195562758348367e-08 8.119036420641628782e-03 8.228799929909142996e-01 0.000000000000000000e+00 9.986774340102755332e-01 6.647169560393554125e-03 3.011550162679058180e-15 3.539210519157046875e+00 3.573879913608304371e-01 0.000000000000000000e+00 1.213176017660049693e-03 9.213787607946122728e-09 3.605913740808389546e-03 1.246151821098044099e-20 7.582571436735623541e-09 0.000000000000000000e+00 9.020429521317153032e+00 7.738303882419803222e-03 1.225789268963062132e-04 8.356596771494289666e-04 8.892480974661566506e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.571247755161659376e-01 1.534955662165804258e+00 6.017014787886111618e-08 4.863256576194302169e-03 1.143539228904930205e+00 0.000000000000000000e+00 7.424188487663664349e-01 6.319194053521922337e-03 7.310427069602104559e-15 3.404963385547610688e+00 7.024790431542123903e-01 0.000000000000000000e+00 3.403765852683775153e-03 8.331497058800376931e-09 7.840276147635991512e-04 1.361970294037858906e-21 1.013877625264528519e-08 0.000000000000000000e+00 9.430004058115052601e+00 1.118857170373637432e-02 3.463843944276978691e-05 8.682981339011372349e-04 8.830737592947379255e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.205279803329921268e-01 1.560616754428965969e+00 2.648135208392546079e-08 9.393647392200554780e-03 2.477715168372233379e+00 0.000000000000000000e+00 6.946652903515210253e-01 4.518927912956535731e-02 9.345702767463250403e-15 2.974295679362151557e+00 4.547204247047476056e-01 0.000000000000000000e+00 2.443796004299779098e-03 1.383507486242558556e-08 8.169146492523038209e-05 1.030151333625933275e-21 1.271468178605245226e-08 0.000000000000000000e+00 9.049143215496828319e+00 8.097728403843618139e-02 3.112982127651497505e-05 5.412367898650826889e-04 8.917558872658572611e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.766859198364672090e-01 1.739225007300948977e+00 5.323512954576245034e-08 2.594785305487792848e-02 1.554649381486260307e+00 0.000000000000000000e+00 3.802249364878653726e-01 3.191480325847274868e-02 3.680225021811935754e-15 3.015895022981726292e+00 2.616278861156520197e-01 0.000000000000000000e+00 2.566629180664962984e-03 1.243121511948153228e-06 2.881333083354716169e-04 3.313271167110871747e-22 3.113336437125366908e-08 0.000000000000000000e+00 9.165535505174968733e+00 7.649461598680658281e-02 2.564073924109376606e-05 5.071541531026099118e-04 8.647983994410598285e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.249120769112760487e-01 1.711576605196118317e+00 1.703575670779014218e-07 2.326643694553982497e-02 1.548049346153675510e+00 0.000000000000000000e+00 7.602234698194080265e-01 1.078164997571832810e-02 4.140284353160617271e-15 2.996284805472973378e+00 3.434473626683077763e-01 0.000000000000000000e+00 4.651029434677677850e-04 1.011976950826883979e-06 2.515113828211262403e-03 4.237876409909125890e-21 1.224351338010126614e-08 0.000000000000000000e+00 9.734775951088035839e+00 5.363274469794594435e-01 1.210314484145040965e-04 4.105084805382490788e-04 9.456281796256654104e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.400645309286377538e-01 1.625410023638236501e+00 9.623603955751892634e-07 5.365638333008408874e-03 1.034077336630094823e+00 0.000000000000000000e+00 3.520943438212333354e-01 1.833641075311701063e-02 1.174819080054186181e-14 3.217148518847391614e+00 2.062020698779267192e-01 0.000000000000000000e+00 2.283871334115073262e-04 4.197785587970976933e-06 2.650187625296032429e-03 4.967211507319182548e-21 2.227640339140951259e-09 0.000000000000000000e+00 8.895724842540104760e+00 6.337330751917873428e-01 4.648651488739797150e-05 2.857206465668655809e-04 7.691510899315492367e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.050337375039502752e-01 1.554366443720265778e+00 3.435387531119022578e-07 4.181216146010062473e-02 8.666974755731574609e-01 0.000000000000000000e+00 5.526574903172989384e-01 2.000400221217636665e-02 9.517205435026203514e-15 2.056343080438082005e+00 1.940066173048543008e-01 0.000000000000000000e+00 3.584028832189165297e-04 5.486452675616130356e-06 1.841383032130700483e-03 1.087070628410735518e-20 1.055585930650514703e-08 0.000000000000000000e+00 8.993551292088284299e+00 4.602991517407137856e-01 6.310584981685774496e-04 3.073096322920691476e-04 8.490542559666517164e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.118173815942051119e-01 1.796236736136482826e+00 1.289397852027568833e-08 8.107381918510525587e-02 1.588346774917495763e+00 0.000000000000000000e+00 3.472079823897768480e-01 1.468224080788036422e-02 1.153167177468989125e-14 3.402608215099307110e+00 3.142329997292487437e-02 0.000000000000000000e+00 2.340553773166407624e-04 1.070326883103566156e-05 1.623014287148484341e-03 1.707946870172860670e-21 2.912928930512754725e-08 0.000000000000000000e+00 9.566601065982888841e+00 3.989344470230228312e-01 6.758738726294821406e-04 1.831106478791796888e-03 8.328619231084317676e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.487617588618505460e-01 2.179131885423899462e+00 2.858807912633623099e-08 3.465122331107721443e-02 1.377508267921857987e+00 0.000000000000000000e+00 1.077708662752287383e+00 2.279073592331231496e-02 1.381992648308729586e-14 3.286811388354578867e+00 3.025866445294100870e-01 0.000000000000000000e+00 2.355720439342617357e-03 1.240655481308642979e-05 5.811755103765574304e-03 1.856406382091853749e-21 4.611510943645215368e-08 0.000000000000000000e+00 9.642178919235737666e+00 1.787481647331720935e-01 3.840873115435088970e-04 1.156524422183425639e-02 8.379096649772229455e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.833989166108082935e-01 1.873294565826251201e+00 9.777599264884651068e-10 4.473299891722427174e-02 1.420908251531273425e+00 0.000000000000000000e+00 5.735936793024445368e-01 4.231726070650761173e-03 5.201960343913622400e-13 2.720668230608263904e+00 4.302491646986993379e-01 0.000000000000000000e+00 1.722044726490415184e-03 1.108634766680335480e-05 6.644398543327995586e-03 4.871815764052810765e-22 5.824568659390211081e-08 0.000000000000000000e+00 9.734546280963430220e+00 1.577083543623141945e-02 3.182830783168021148e-05 1.879240665066683399e-02 7.701644448159797207e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.804863665759256275e-01 1.884236156286072994e+00 5.581999253162278111e-09 5.747763351935469139e-02 1.479209517452305889e+00 0.000000000000000000e+00 3.897677062404492077e-01 3.749019899012320887e-03 9.180008178211884495e-13 2.803529706282140488e+00 6.127354286207311596e-01 0.000000000000000000e+00 1.464294739753465831e-03 1.595261948944817892e-05 2.043994159955639725e-02 8.061913211846849079e-24 9.351252754575775807e-06 0.000000000000000000e+00 9.871519016722459128e+00 4.969936186002605781e-04 1.137286257506895656e-04 1.853966766542449462e-01 9.346899590099161159e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.984721088279117751e-01 1.784293526906265637e+00 9.061296909127295724e-09 1.744819484722095679e-02 1.205794499168086231e+00 0.000000000000000000e+00 1.542616287713546086e+00 6.437214565805963844e-03 2.849964792468531074e-12 2.851945777885229738e+00 5.745620711029977290e-01 0.000000000000000000e+00 7.265563404098872909e-04 7.536805716159469934e-05 2.064749453904828405e-02 1.249508615979341713e-23 3.204700018689512621e-06 0.000000000000000000e+00 9.174036060762457367e+00 1.418983180484745385e-03 5.616260347861159021e-04 1.470782139203021255e-01 9.605283211453519598e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.523446985864437830e-01 2.028815360754012698e+00 9.610160423177223110e-09 3.302515461918004852e-02 1.232149828682853610e+00 0.000000000000000000e+00 1.601492926829493901e-01 1.363124917324121891e-03 3.049093652295513818e-12 2.580658637321216808e+00 7.073748142041668130e-01 0.000000000000000000e+00 6.624082986249739966e-04 2.074240368179334454e-05 1.442439949469718173e-02 1.300030729408861757e-24 1.301049040153879385e-04 0.000000000000000000e+00 9.833496929086164684e+00 5.326011042552270154e-04 5.558160602054506433e-04 2.461414140609227696e-04 9.199935180550088631e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.013593449906563637e-01 1.906744674498957348e+00 7.216111875827136349e-09 3.168901275786174115e-02 5.508068910380925498e-01 0.000000000000000000e+00 1.363779998312558028e+00 4.398347954599437191e-03 1.055618343359189844e-10 2.588576644739180033e+00 3.857928534737304904e-01 0.000000000000000000e+00 2.564218915036777739e-03 1.897885236852813235e-05 2.314637600883714605e-02 3.661932777969836649e-25 1.298085000434529078e-04 0.000000000000000000e+00 9.895436452209390055e+00 1.010431309985821563e-02 2.101508618735391243e-03 6.168673300903647653e-04 8.342636705789484353e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.812759904191693194e-01 1.585590518859999687e+00 6.535768161149885417e-09 2.821626179249988806e-02 7.227587548027691877e-01 0.000000000000000000e+00 1.133007860234924946e+00 8.318494661575360312e-04 5.135224762524399573e-11 3.019313519369283938e+00 3.974758629902594431e-01 0.000000000000000000e+00 3.944308542739057358e-03 5.631121513534641873e-07 1.190209409046041056e-01 1.240104166519412218e-23 1.575775791345570415e-04 0.000000000000000000e+00 9.958606515255528535e+00 9.854341668924323019e-03 1.082414343842293689e-03 1.702723802669178473e-03 9.810259054322346017e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.735272274948730487e-01 1.620242171349722371e+00 2.100913166647975010e-08 1.952366812042396343e-02 5.596038605744614314e-01 0.000000000000000000e+00 1.109160083225794624e+00 2.581798691547871867e-04 4.414646035376524000e-11 3.048337315147638726e+00 4.912409282045167580e-01 0.000000000000000000e+00 2.524401594646376312e-03 3.347782702117069468e-07 2.342246665809975259e-01 3.404502135281465730e-23 5.523945867227945592e-05 0.000000000000000000e+00 9.652092025022303901e+00 8.688698505898542800e-04 3.584405293994817891e-04 3.069401289384205214e-03 9.830870464757113680e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.633046949857175467e-01 1.788661357814031572e+00 9.626059835463239443e-08 2.820599922255615996e-02 6.261856994755298222e-01 0.000000000000000000e+00 7.754050802381452501e-01 3.414762480153258413e-05 7.034423594299858542e-11 2.688625954035625210e+00 1.605845694453363059e-01 0.000000000000000000e+00 2.827448895718878610e-03 8.853506700206015538e-07 1.950404947498535213e-01 2.236905008680102713e-24 5.687159729610896040e-05 0.000000000000000000e+00 9.459716044180439098e+00 1.537593406253613616e-04 1.076974535519401033e-02 4.007660822970624936e-04 9.200955630958048914e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.045880207183878974e-01 1.637354798058985317e+00 9.106889659390575332e-08 1.230967475392139888e-02 1.622681980562520332e+00 0.000000000000000000e+00 6.257367761675464157e-01 1.347545116704208947e-05 1.432404110666557026e-11 2.827462493384987674e+00 9.077741615773315953e-01 0.000000000000000000e+00 5.345721701349828367e-03 4.634682990135288407e-07 3.758149680388015446e-01 5.726287893443793605e-26 4.614650023640867374e-05 0.000000000000000000e+00 9.342646228127117425e+00 2.182211436454054628e-03 1.736867021283456172e-02 1.082186952630750850e-04 9.502372648246563358e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.199448589333814819e-01 1.537268211475840252e+00 2.438887954617204440e-08 3.176133394796730458e-02 1.416616427530290823e+00 0.000000000000000000e+00 1.182046727614953996e+00 1.194944542055385823e-05 1.713865126249868310e-11 3.155766444369311863e+00 8.821466435103935133e-01 0.000000000000000000e+00 1.386317987149037183e-03 1.473112936293618939e-06 3.851343111685558429e-01 3.683342955973820413e-27 1.105351801822162318e-04 0.000000000000000000e+00 9.682852466884181553e+00 4.505968038884010547e-03 4.562166466836551498e-03 3.850456420654974868e-05 9.304977394117598166e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.461865040283891304e-01 1.683100273588863605e+00 3.639922609437487554e-08 2.278542785268554416e-02 1.353533553037100656e+00 0.000000000000000000e+00 6.240195847551163189e-01 1.308985443354052138e-05 6.506302333083847247e-11 2.922492200903074711e+00 5.708408789840402342e-01 0.000000000000000000e+00 2.901860956688102466e-03 2.593788634847221950e-06 3.029308412423281638e-01 1.026923041762771414e-26 3.935963643395677669e-03 0.000000000000000000e+00 9.220552915463722243e+00 1.261564146117619915e-03 8.633890478363189305e-03 5.284486743961144394e-05 9.783893859020743378e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.751649939713627369e-01 1.817722806157170634e+00 2.612725017588026366e-08 6.333864920373588787e-03 9.957237233350981764e-01 0.000000000000000000e+00 8.609586470547661574e-02 4.299075441665627513e-06 2.738372868836105880e-11 2.779286314437487082e+00 6.030864793137076241e-01 0.000000000000000000e+00 2.641343385175491752e-03 3.292220512873847343e-07 2.679466941455123097e-01 1.934301324754730152e-27 4.418917758668831387e-03 0.000000000000000000e+00 9.856344478490068894e+00 1.689640441487078189e-04 7.579819354442247914e-03 1.117527392821845217e-05 9.010399688719829214e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.327396862110683529e-01 1.896929497656654640e+00 5.709450289035012231e-08 4.649984622570954573e-02 1.158256051951462196e+00 0.000000000000000000e+00 5.524247109271032685e-02 2.766425705267840991e-06 4.112067098565829941e-11 2.966796578024322173e+00 9.387091970832340815e-01 0.000000000000000000e+00 2.774356933791966885e-03 6.720278991974374161e-07 9.871023429404000848e-02 4.230054665824553721e-27 7.935646217358138408e-04 0.000000000000000000e+00 9.860309460507068025e+00 1.650098840571182337e-04 1.167108630121870341e-02 7.505265431052286941e-06 8.682890488747913693e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.357059379750656380e-01 1.968601746492637750e+00 3.750494811461212137e-08 2.109869892049390586e-02 9.310406301765756787e-01 0.000000000000000000e+00 1.072084202204868442e+00 4.889476050103159816e-06 2.046935276376418946e-11 2.725653692562647556e+00 6.452810345387344215e-01 0.000000000000000000e+00 7.258008690385385833e-03 9.760982888870378855e-08 1.107100378592737050e-01 3.591081577036845395e-27 1.233282251956151383e-02 0.000000000000000000e+00 9.951036406832992398e+00 5.176414278437054504e-04 8.223592504292973754e-03 5.264252760879660966e-06 9.125341060095744083e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.199335957602466363e-01 1.879288427463715605e+00 5.137503121877542344e-09 4.580279275010651005e-03 8.495692183488575688e-01 0.000000000000000000e+00 9.992141245605882238e-01 4.254720737512035703e-07 5.621378505428456747e-10 2.230356241390358818e+00 6.974921111989357270e-01 0.000000000000000000e+00 3.537370558409465553e-03 4.639176741422097982e-08 5.928319209262226941e-02 2.810383466645193203e-28 4.554199225293141008e-03 0.000000000000000000e+00 9.392463918004771983e+00 1.125820633828512277e-03 3.197720683563634331e-03 7.721405866512616914e-06 8.617324386804485314e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.698682243388978663e-01 2.143797863555454430e+00 4.285654177531048255e-09 5.387243755043917906e-03 1.120345025733883837e+00 0.000000000000000000e+00 2.106146633350159725e+00 5.488015921352064438e-06 7.825154002504868170e-10 2.345890959206387461e+00 8.008029756631480645e-01 0.000000000000000000e+00 8.790316956093795556e-03 1.670157200126885829e-05 5.821274415028767496e-02 2.016240239918910277e-28 1.029375174683485640e-02 0.000000000000000000e+00 9.456266553948886155e+00 2.437981377026523372e-03 2.285673518981460022e-03 6.698650830896722083e-06 9.006087816352303932e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.556574789824897165e-01 1.562160845639588569e+00 3.287640196749969503e-08 5.662720289935352196e-03 1.121000523924367220e+00 0.000000000000000000e+00 3.474582042815431704e-01 3.239589236703579230e-06 6.107970533646466741e-10 2.831122763889040161e+00 1.036892753873298600e+00 0.000000000000000000e+00 5.963493952559009367e-03 8.560439755972486199e-05 7.835549131471543360e-02 2.470625835781809678e-28 5.942257072249980399e-02 0.000000000000000000e+00 9.231260302133488693e+00 4.249582506624564188e-02 6.991133364527597630e-04 7.856870165150733946e-06 9.506600872358605514e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.232688881999297326e-01 1.575089070789904344e+00 3.351870283823184633e-08 5.717915651900803801e-03 1.935001460464424117e+00 0.000000000000000000e+00 1.322545683597369459e+00 2.066573002776200265e-05 4.463649553126072956e-09 2.898833687384443358e+00 8.928458194754377297e-01 0.000000000000000000e+00 4.178182204230480520e-03 1.501739276414573829e-04 1.084739766245382264e-01 3.570322794863768485e-28 1.813948393061078426e-02 0.000000000000000000e+00 9.617509334383935737e+00 1.938276289030911592e-01 2.002365392075214617e-03 5.225576050328816221e-06 8.723039131353761633e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.509095565207706213e-01 1.919754240921866639e+00 4.821180376350947869e-08 3.401952166732663020e-03 6.649042694784352836e-01 0.000000000000000000e+00 1.036907899710574732e+00 3.716369195662648809e-05 6.565441066713543840e-10 2.755825922565915853e+00 9.996330105741910721e-01 0.000000000000000000e+00 4.442438428668206776e-03 1.064815530683593412e-03 4.646532000578790927e-02 4.695940826209366617e-28 2.537338772349312377e-02 0.000000000000000000e+00 9.466597378819152198e+00 1.215486552876395288e-01 6.081408758480824107e-03 1.845448485858101717e-06 8.777652314103697506e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.063687729792842984e-01 1.597570016034116192e+00 6.534189801495430147e-09 1.086272784231313328e-02 5.692782726778781166e-01 0.000000000000000000e+00 3.533602432519649117e-01 6.950188766725320325e-06 4.076788862031883076e-10 1.950178763518947589e+00 4.592748133981847114e-01 0.000000000000000000e+00 1.582167502042046078e-02 1.427871688658872810e-03 8.441660845642381950e-02 5.867524501313361031e-29 4.724220659351374002e-02 0.000000000000000000e+00 9.567407943608797538e+00 2.078494038294011192e-02 1.284881444391656156e-02 2.049594143744881481e-06 9.912266101036532717e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.913823625592421140e-01 1.642346834789038867e+00 9.472119780875354798e-09 5.730327223811301426e-03 1.295268904114914799e+00 0.000000000000000000e+00 1.669813681560555096e+00 4.797708073947392577e-06 2.686575502113030036e-10 2.035008037828862637e+00 6.067125967352099414e-01 0.000000000000000000e+00 5.331202265487061664e-02 2.020787596882085875e-03 3.786197340120032312e-02 1.397740906535337803e-29 3.077611423354879860e-03 0.000000000000000000e+00 9.600030096963678261e+00 5.514800465414153655e-03 7.008740671945695548e-03 1.740138946168023072e-06 9.974577311866859475e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.837770851957534313e-01 1.547059412090024288e+00 1.408501633187686269e-08 8.111620899354137545e-04 1.132689241275367742e+00 0.000000000000000000e+00 1.421815282407553171e+00 5.552919173773864342e-06 1.637726736927481553e-10 2.038817826789752097e+00 5.838514775649341626e-01 0.000000000000000000e+00 8.953071491838722473e-02 3.222791605232048096e-03 1.757169717676616838e-01 1.753639811746855392e-29 8.489787722524519756e-03 0.000000000000000000e+00 9.066053664735342466e+00 4.911737592787749664e-03 7.255260867395039830e-03 2.242089997885966099e-06 8.675347369646519979e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.253785135961981378e-01 1.728475558617305508e+00 3.189085626003505790e-09 8.432769701635040114e-04 9.953732178305906286e-01 0.000000000000000000e+00 1.406886998926530463e+00 1.135826487561880830e-06 2.951761527890874046e-10 2.400427117072574390e+00 8.581057574599626481e-01 0.000000000000000000e+00 4.850083798445011668e-02 2.825005479790417690e-03 2.108341646120485136e-01 2.335578832624710061e-26 2.100659050335378433e-02 0.000000000000000000e+00 9.420408851611533407e+00 8.090473388737591531e-03 9.549778614455323514e-03 1.165818921916113827e-05 8.829947455224694153e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.536659634844275812e-01 1.642661788756592189e+00 3.010734455553431493e-09 2.281063681098867305e-06 9.934673197787173837e-01 0.000000000000000000e+00 8.798823299893044902e-01 1.706215326284877694e-06 1.544224580714105592e-10 2.306189559892073415e+00 5.213702140435005905e-01 0.000000000000000000e+00 3.126667248988736908e-02 3.875301403247110015e-03 1.681078618291571292e-01 7.817231720829363203e-25 2.108605340933387279e-02 0.000000000000000000e+00 7.592495337605955186e+00 1.395069305904973224e-02 1.467259465446841063e-02 1.261640731613592411e-05 9.419930442262126391e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.685472960308727175e-01 1.334807530523189900e+00 1.104105395118023459e-09 4.203020175923659205e-06 8.381095597856499380e-01 0.000000000000000000e+00 2.049170569046074863e+00 1.619918546710963122e-06 1.365392413142145397e-09 2.568028374431483574e+00 5.305727699134009656e-01 0.000000000000000000e+00 7.725422655820325148e-03 5.179820026633059384e-03 8.298429787894429088e-02 6.377308215867113161e-25 1.673419724456044755e-02 0.000000000000000000e+00 7.469905507521866106e+00 3.568533442577937614e-02 9.949887950024956240e-02 4.537736775074456606e-06 9.987800134876138713e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.969941355020083495e-01 1.485736933291440742e+00 5.177894481069550214e-09 1.221382635615863334e-06 8.882843034004686000e-01 0.000000000000000000e+00 6.454982901995590661e-01 2.159952408884021409e-06 4.292137211943006114e-09 2.706739145744856856e+00 4.586893842643475216e-01 0.000000000000000000e+00 5.016759694700956702e-06 1.031710297948292476e-03 2.264378081213380967e-01 4.159624159663813973e-26 1.457872559954858857e-02 0.000000000000000000e+00 9.105929995836323343e+00 3.869208980737206399e-02 8.845545083232136951e-02 4.048258101021862669e-07 9.442307074614618045e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.137188041562201657e-01 1.282721636289192224e+00 9.968976785875210119e-10 2.348267591023603731e-06 1.229968946037941047e+00 0.000000000000000000e+00 6.924608814412237523e-01 1.682753292209586213e-06 3.069582483481953454e-09 2.837068483220798409e+00 5.950989220457089113e-01 0.000000000000000000e+00 2.025590519254724564e-06 8.631215143055066081e-04 2.609374244767555528e-01 2.352987232631082812e-26 1.759563958716017090e-02 0.000000000000000000e+00 9.304523151765319966e+00 1.594304837584552617e-02 3.481962231044773426e-01 1.423495265724430948e-06 9.842180418867648939e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.492825545720246949e-01 1.526292440003915063e+00 5.698619904672322125e-09 8.016020240313149285e-07 1.304386946059173713e+00 0.000000000000000000e+00 1.312626656853403073e+00 1.806485091907340004e-06 3.360245916230845530e-09 2.261612678510315000e+00 6.124932440179451376e-01 0.000000000000000000e+00 4.546657481898792005e-06 3.402913454774627710e-03 4.446740833346778804e-02 1.433916397969731288e-26 7.531931790332691001e-02 0.000000000000000000e+00 9.581862486424514103e+00 1.482462560835156110e-02 5.575890805592930155e-01 7.155629539497411040e-05 8.674180734739229237e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.858477733282415501e-01 1.561676132479023371e+00 1.043335939562030888e-08 6.524459992623135977e-07 9.487299110298790250e-01 0.000000000000000000e+00 6.005374963395364585e-01 8.899173998155368266e-07 1.403206113816343337e-09 2.138399178088606245e+00 6.130301156500941318e-01 0.000000000000000000e+00 1.635962802817751149e-05 1.216438827979738832e-03 5.195117843566654514e-02 2.842345374547702115e-25 7.892181685455780527e-02 0.000000000000000000e+00 9.393603256916254196e+00 2.075322236706783618e-02 2.457632781952570969e-02 3.534546927676422590e-06 8.805336860370625018e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.939024826687546776e-02 1.809647796913915307e+00 1.574973040197565977e-09 1.151162252411050222e-06 1.070024438911432840e+00 0.000000000000000000e+00 1.161267935248695871e+00 1.314383444511405400e-06 4.468258362471720897e-09 2.334860460146547467e+00 9.004583488671344949e-01 0.000000000000000000e+00 4.523674295217305903e-07 1.113591307945109663e-03 7.071851054393149538e-02 6.825379547930308210e-26 1.660753457308399017e-01 0.000000000000000000e+00 9.374626048803577305e+00 4.353265199825023107e-02 3.252235764427225534e-02 4.131413215385692692e-05 6.781976598820263824e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.332975801665018500e-02 1.416594815760330528e+00 1.549979012140745072e-09 2.812512232055096608e-06 1.148491240706029703e+00 0.000000000000000000e+00 1.252840403160764948e+00 1.540276757493944980e-05 1.499246525475646323e-09 2.311737759695996264e+00 9.347942467710183001e-01 0.000000000000000000e+00 1.355799281507264762e-08 6.972200211649371218e-04 7.347513727833607233e-02 6.932268743927477799e-26 5.380470942041195095e-03 0.000000000000000000e+00 9.840692603952227557e+00 1.100005428283446773e-01 1.065656227759061332e-02 4.567330035166962312e-04 8.552367188687071575e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.275262260297101435e-02 1.933212596349692003e+00 7.088638906123185148e-10 6.571592818606627269e-05 4.440585090235670829e-01 0.000000000000000000e+00 7.567371723231477443e-01 1.868248100696687390e-05 5.879319819723608708e-10 2.416001767539986744e+00 8.940768897239567137e-01 0.000000000000000000e+00 1.002398352462135750e-08 2.596850798806777608e-04 1.394709095291055412e-01 7.391519789103150012e-26 5.483083030308993910e-02 0.000000000000000000e+00 9.406981886331852394e+00 1.710532631751492810e-02 4.020766482817512803e-03 4.152107640769615903e-04 7.562571472549843854e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.704918318186626064e-02 1.809109231781099281e+00 5.945401029960890488e-09 1.847889931645937717e-05 1.212896784596850575e+00 0.000000000000000000e+00 5.891682094501690115e-01 4.036052826549149045e-04 1.399958340937569355e-09 2.454922326217630957e+00 8.418632455538406223e-01 0.000000000000000000e+00 1.778204957625826506e-09 1.173774339513185483e-04 7.226817140536890248e-03 2.693759045796529009e-25 1.006234224761105439e-01 0.000000000000000000e+00 9.795724836475191211e+00 1.682211693812003458e-02 1.266388442919087060e-02 4.168508177876793937e-05 8.701020913174236426e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.249763619265521868e-03 2.112303513205887384e+00 9.668380519105406964e-09 2.081714027411600318e-05 6.368086985646894682e-01 0.000000000000000000e+00 1.037191298811474205e+00 3.580548972973071598e-04 3.657662480711442997e-09 2.273600580788222469e+00 1.010150835817736459e+00 0.000000000000000000e+00 5.126928439529013984e-10 1.041115924404218112e-03 1.177044890200505331e-02 1.986845578117035893e-25 1.161583507604186383e-01 0.000000000000000000e+00 9.677736471969531351e+00 2.176334957593542476e-03 3.733003940705734158e-03 5.271278668325984814e-05 9.592452252760011788e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.895456119048745149e-03 1.499764685693143695e+00 1.085691476463311058e-08 1.283539986935894111e-03 8.559322914337008648e-01 0.000000000000000000e+00 6.369538080740132502e-01 2.855866642564169064e-04 4.406992974487702248e-09 2.354022879900683485e+00 1.257015165608249330e+00 0.000000000000000000e+00 1.671327864099648137e-10 8.447981691795447556e-03 1.069444844026049869e-02 1.686125941393181650e-25 7.543559480839946707e-02 0.000000000000000000e+00 9.888357594188338595e+00 2.006111510673634114e-03 7.333230712595181690e-04 9.135564400238602690e-07 9.764481739145129069e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.505269823357136882e-04 2.064920532837996703e+00 1.900510977770593637e-08 7.407067909085050762e-04 7.734374351839634620e-01 0.000000000000000000e+00 1.311602467176756992e+00 2.624130595921865799e-03 2.064151808687822869e-09 2.341825101767418982e+00 9.576629072071369819e-01 0.000000000000000000e+00 1.220626592461819072e-10 1.455198056302157809e-02 3.801250604342786693e-03 1.565540980435400012e-25 1.563447678174869626e-01 0.000000000000000000e+00 9.855989365685053016e+00 3.118455283108551804e-03 7.565679963100262152e-04 1.818766309847103600e-07 9.527091785280681790e+00 0.000000000000000000e+00
