word.concentration.1	word.concentration.2	word.concentration.3	word.concentration.4	word.concentration.5	
9.998865698878923070e+00 9.874721017227788167e+00 9.992030251131543750e+00 5.355343683721899950e+00 8.356183891052291202e+00
9.959743463526400831e+00 9.918152735622365768e+00 9.975804190370489266e+00 8.934881269503803125e+00 7.444728751392939436e+00
9.934031141682359234e+00 9.821995657743787689e+00 9.853536025948725907e+00 6.833747262011931056e+00 7.102379023298350802e+00
9.940150104301258338e+00 9.917046110224138289e+00 9.936708333009732996e+00 8.152983642651539853e+00 6.915959957995557517e+00
9.992736047193229609e+00 9.974764075299830779e+00 9.848453540845900633e+00 7.182604013549945599e+00 9.943308095391447665e+00
9.989335442128895792e+00 9.823793367833410173e+00 9.863804971864954751e+00 9.741105379929489771e+00 6.076621249013166803e+00
9.998827912447557864e+00 9.950409101537063705e+00 9.964737565307196121e+00 7.094160864316354065e+00 9.956551687826101116e+00
9.906631539349865179e+00 9.741661968484624623e+00 9.924416728108221619e+00 9.498853708682018393e+00 7.039572455208311652e+00
9.908044001703467885e+00 9.793820310439723897e+00 9.983321849136462589e+00 9.182751998837034080e+00 9.313102549225835247e+00
9.919357933510788428e+00 9.976835161137499242e+00 9.931618243187612549e+00 8.823811665500459256e+00 6.579722878161409660e+00
9.958752021418483480e+00 9.918726079401290363e+00 9.974122466932822562e+00 7.906648986753712194e+00 5.817109788293099548e+00
9.899392618387754084e+00 9.986286105424744264e+00 9.996345211656214147e+00 9.312539087453544084e+00 8.939092554148942327e+00
9.912827338265778110e+00 9.987881846131600128e+00 9.933913919621566890e+00 9.033727286598505657e+00 9.482182590692563195e+00
9.935617400889613648e+00 9.967597809164450595e+00 9.940041955779655325e+00 8.765080389568524311e+00 9.726241540450203615e+00
9.939373602781579109e+00 9.948680093980289740e+00 9.955477455905414885e+00 9.985718365586004452e+00 9.133540669839614878e+00
9.949310281370737030e+00 9.816325928756297614e+00 9.979105942879240132e+00 7.890114468857094998e+00 4.895067445471415368e+00
9.841765951572421400e+00 9.871799610700197292e+00 9.952926281216250004e+00 8.884615802219158809e+00 9.355651627457881148e+00
9.962371248733651541e+00 9.923653326635722749e+00 9.993709076416791959e+00 9.765190992348887988e+00 7.573536184278800931e+00
9.961179909902043050e+00 9.872575147265260753e+00 9.998881575329935600e+00 8.023008038561265209e+00 5.809524492523244987e+00
9.979435978639306981e+00 9.742339923181223327e+00 9.986424848718153058e+00 9.198160823650743723e+00 5.534535392417436306e+00
9.998384250516382465e+00 9.959896409234200831e+00 9.994310174685747228e+00 8.063857413228268101e+00 9.328822944216227597e+00
9.890840677765432076e+00 9.959257986103384752e+00 9.981159880420465313e+00 7.091949386917049125e+00 7.153549594275759205e+00
9.944454535984050381e+00 9.988740423135499924e+00 9.992064672846890261e+00 6.898427958817515027e+00 5.765523878626029664e+00
9.981450864913997023e+00 9.944865668839700135e+00 9.972793169617254705e+00 5.865084319776046051e+00 8.788867887120774824e+00
9.984113138212201477e+00 9.994269411817636950e+00 9.963689273222648524e+00 7.269362811938425040e+00 7.616513608296992643e+00
9.959377194338117079e+00 9.998366454514261648e+00 9.978441846989102970e+00 7.914922499691481761e+00 8.873774991236519583e+00
9.987801830503100220e+00 9.997646462293667824e+00 9.916723011070526894e+00 8.400783784081015781e+00 8.621545157080205968e+00
9.954096803789681758e+00 9.784443877193320205e+00 9.952902214492040045e+00 5.860973662200388290e+00 6.615494766932632942e+00
9.967353279642642505e+00 9.950605101011539944e+00 9.955929882999708269e+00 9.008428063930576712e+00 8.926876437112655438e+00
9.941171936678577126e+00 9.880958248671543487e+00 9.996096473507044777e+00 8.814811829841415758e+00 8.565182071237078532e+00
9.986974894332744768e+00 9.877489748258014401e+00 9.998610200451214070e+00 6.199184310728758973e+00 9.182956050786414082e+00
9.966300180970881328e+00 9.927129656605986341e+00 9.987142680938976724e+00 6.206883589385083333e+00 9.394277266146183081e+00
9.988279811130023944e+00 9.911854052894570444e+00 9.968126285370738415e+00 8.573356198888975044e+00 5.937054908895010641e+00
9.993736381459099150e+00 9.748862095497356606e+00 9.952232655058306676e+00 8.445221484189275429e+00 7.791571528518073109e+00
9.988552279122128397e+00 9.744635864485186261e+00 9.949507354996431019e+00 7.644865162651249157e+00 6.983501791274717263e+00
9.999308651974924800e+00 9.787662632390079054e+00 9.977951779155592504e+00 7.680959065663976126e+00 5.800669148089922622e+00
9.987081305650349350e+00 9.828490345552484797e+00 9.949150521498248523e+00 7.389587228639590499e+00 9.951576650484852848e+00
9.993354443961344202e+00 9.867478360913388258e+00 9.973163886857646432e+00 9.719728773936783028e+00 9.738418450348946820e+00
9.976805856908203651e+00 9.894925432746486393e+00 9.948451053751801609e+00 9.600359928406213328e+00 8.714241822346023625e+00
9.953158080097205485e+00 9.972660788715165481e+00 9.951669588512439546e+00 9.867318823800946603e+00 4.609719329828330991e+00
9.937245746801844248e+00 9.979088371735667096e+00 9.989935952787604378e+00 9.529855633180551067e+00 9.713077831436372378e+00
9.962956410621583103e+00 9.922395391279071220e+00 9.998281692788360431e+00 6.836762449651260454e+00 9.019470684852571196e+00
9.969524574088005409e+00 9.955394140957466220e+00 9.992672207655559191e+00 6.907067590116406031e+00 9.444998823979403824e+00
9.977622975882999512e+00 9.937698753161191334e+00 9.996304401278452545e+00 9.638018708011976798e+00 7.156182761523366409e+00
9.980996992797711798e+00 9.956499090667108476e+00 9.881716488793678366e+00 5.289679763236520671e+00 8.189873805286534747e+00
9.960503208703247680e+00 9.888051157296658289e+00 9.921205938221220322e+00 9.390400686515512518e+00 5.748999242045075064e+00
9.990211219330271675e+00 9.537925377992847231e+00 9.907962177973374196e+00 8.617031209289722327e+00 7.603988321835892350e+00
9.975152905724558039e+00 9.561233702021731062e+00 9.977000835868363282e+00 7.509186724560375836e+00 7.357483092822312720e+00
9.934932600461303664e+00 9.784297025255566993e+00 9.970217973370182563e+00 7.606507834308463778e+00 8.487468235996921351e+00
9.945637635449113390e+00 9.971309588210067076e+00 9.934495237788592448e+00 7.002886065661723336e+00 6.219732427920566131e+00
9.931548941002747100e+00 9.879544639309591147e+00 9.971667853524337488e+00 8.169441383243119859e+00 6.418981474959227995e+00
9.969902365832563618e+00 9.981511190368109965e+00 9.959435663722086218e+00 9.990765425628875818e+00 9.430901636335129012e+00
9.996256634956715459e+00 9.897443017324947689e+00 9.971142234786444902e+00 7.437404363433602228e+00 8.871490219369874808e+00
9.999914628520263804e+00 9.879879534827148646e+00 9.947757986028557653e+00 7.781707250808544529e+00 9.501663248049704080e+00
9.981493821215279283e+00 9.921301443150570165e+00 9.976316467953825651e+00 9.736774432254142297e+00 8.723297687187734795e+00
9.983506763975137588e+00 9.952822178183332369e+00 9.955532399238350649e+00 7.209211660350725026e+00 6.099723904382216233e+00
9.985931543296517887e+00 9.946709904145450309e+00 9.963339099959975798e+00 8.826320837300620781e+00 6.010716174466493200e+00
9.958413230057221455e+00 9.953934950556416084e+00 9.810898858628334551e+00 8.814259853959292457e+00 7.018723550630744157e+00
9.957769899203189112e+00 9.893146435941090999e+00 9.842216826600342472e+00 9.823944889139861303e+00 9.540842571320689913e+00
9.963839567832632582e+00 9.815057267321586565e+00 9.988215699324163310e+00 7.873035613709106428e+00 9.842302278503145985e+00
9.998514472089286897e+00 9.844678074299878290e+00 9.991345271037719300e+00 9.271256862475228289e+00 9.077918763162106330e+00
9.997806026325502415e+00 9.881838258662082097e+00 9.995958974260245711e+00 9.012091621240255535e+00 9.579035660324576540e+00
9.996238997333136922e+00 9.863178239617784726e+00 9.998652173085259776e+00 9.705908329829508574e+00 8.478989033415958332e+00
9.946378834222779020e+00 9.752717967704869650e+00 9.999557155246687756e+00 9.531514890162393172e+00 8.041501638370052163e+00
9.973591150491726509e+00 9.812017854808143369e+00 9.995689117279855651e+00 9.507230777301490576e+00 9.040100471501610002e+00
9.994597617407109169e+00 9.861585825965889285e+00 9.956529382565381781e+00 9.761581711600125999e+00 8.965057504481279693e+00
9.867440077379241004e+00 9.889381122909588484e+00 9.943491262626077187e+00 8.021995652116221009e+00 9.298898740597310919e+00
9.873046287590490522e+00 9.888592654056855835e+00 9.976433136798300794e+00 9.614203651367558834e+00 8.371604986906039159e+00
9.987375906363167744e+00 9.999771777057429034e+00 9.962458211082909187e+00 7.341025269039095136e+00 6.755589467535933146e+00
9.980221999061377858e+00 9.879552415882606908e+00 9.923097848653320341e+00 9.915514773749595889e+00 6.155716258752672587e+00
9.974315532370770399e+00 9.910342799798655733e+00 9.956416392618683275e+00 9.661804233335445247e+00 6.724550927908035547e+00
9.999524797243841689e+00 9.927271660718867352e+00 9.943692342680995111e+00 7.480339125759504881e+00 9.116591214276073885e+00
9.993362620469516955e+00 9.959471117989338040e+00 9.949714849096006120e+00 7.630033604086949417e+00 8.789087137417039841e+00
9.993736555924385812e+00 9.817242479002434408e+00 9.945137044585518282e+00 9.512659242300360418e+00 7.910724126361944109e+00
9.986256820858063321e+00 9.741007152138148939e+00 9.982003544350645186e+00 8.869576112985075866e+00 9.075651512925807296e+00
9.984925607491357269e+00 9.668878462232216364e+00 9.998588520518330469e+00 6.638871231108088189e+00 9.799504501675041723e+00
9.961028376117720740e+00 9.875513112391772097e+00 9.999632830745019518e+00 5.447906015280277181e+00 9.090951461082429574e+00
9.947992966124596492e+00 9.882093618217460573e+00 9.935687876571629218e+00 4.976772042526895312e+00 9.329289372201980513e+00
9.926635839202873512e+00 9.893962546124175361e+00 9.922003646513516628e+00 6.914548847137130139e+00 9.843992083365023404e+00
9.996578264824226068e+00 9.881994745846567341e+00 9.907281250957103325e+00 8.014919919094852574e+00 7.897899794977510268e+00
9.996635881806810175e+00 9.928056613314312884e+00 9.939241055631843125e+00 7.892349911674428675e+00 6.414555543652888048e+00
9.971332336699344268e+00 9.898251939412451961e+00 9.980481628844465547e+00 9.133027751726451982e+00 8.410797117075693663e+00
9.974433972981453067e+00 9.941070770838942749e+00 9.977481805556376315e+00 9.935264856739213002e+00 8.860113108229359824e+00
9.990109218941332969e+00 9.946257625718370576e+00 9.931476207932760758e+00 9.104294015152131436e+00 9.408059161886878741e+00
9.990777724380436098e+00 9.768324710511270936e+00 9.942415506074382847e+00 9.999968599475772990e+00 4.599944432648507053e+00
9.977889823548478532e+00 9.793758935067966576e+00 9.890597503162450010e+00 6.760404414913621096e+00 6.044412888627284985e+00
9.979802089144669708e+00 9.940477271457785591e+00 9.930841296874760360e+00 9.500720431145770917e+00 9.603399449637322505e+00
9.978644966052311105e+00 9.967830437260783327e+00 9.887593309099653283e+00 9.152630860655499134e+00 6.974134265234027019e+00
9.995548416454850482e+00 9.868944499048980745e+00 9.927488040956591320e+00 9.542617137788274917e+00 7.008076658492776723e+00
9.980701207349603976e+00 9.854465868828908626e+00 9.989597051712504339e+00 7.989485073437162299e+00 5.589464388453311727e+00
9.990023134824498996e+00 9.917132982303460409e+00 9.994464357727636639e+00 7.875756541743602845e+00 5.083749279897130435e+00
9.964723058945777368e+00 9.942030566381856005e+00 9.994559787211230173e+00 9.500074634883123537e+00 6.898255650315006093e+00
9.926856883874506821e+00 9.938511324153726179e+00 9.982941628081830387e+00 7.209569164034383526e+00 7.365297438206387604e+00
9.928704417636172508e+00 9.944713107427100240e+00 9.982369834538458164e+00 7.682020658759189047e+00 7.675010793444894119e+00
9.943648903337340528e+00 9.762166372544228921e+00 9.975170158668397846e+00 9.838624141875643048e+00 7.917241912920738756e+00
9.972710484136536380e+00 9.640336767592321721e+00 9.933061734546427601e+00 9.882450062795328449e+00 9.555529318704010677e+00
9.928595303260353333e+00 9.675716999307384825e+00 9.966349760219133103e+00 7.715779935376472665e+00 6.108041701659256084e+00
9.957372564004534965e+00 9.643431759855518592e+00 9.965766803729591672e+00 8.534446893482956042e+00 9.442694971856889552e+00
9.945702037975941323e+00 9.857920236019547033e+00 9.982624916605670862e+00 9.715654392849391030e+00 6.985223063218971795e+00
9.974506559743382184e+00 9.757649267424936212e+00 9.972356853575362834e+00 8.544058141623526836e+00 8.418791717120720719e+00
9.942036363817697620e+00 9.696736050880707225e+00 9.973165502635064072e+00 4.492586543257296228e+00 8.799391914640061430e+00
9.961383950344398386e+00 9.824196934205453147e+00 9.990327961638181264e+00 7.502690251689564604e+00 9.628110048124376874e+00
9.915217100431126696e+00 9.873679691119027879e+00 9.994344788980713545e+00 9.637396252026400489e+00 8.421055286755111169e+00
9.945332161778377866e+00 9.929526239042697711e+00 9.994551584444133496e+00 9.568506333931201979e+00 9.004482361741221297e+00
9.997380367364215203e+00 9.991997948474145019e+00 9.985156391823341693e+00 8.271407712873434903e+00 8.729021271484210587e+00
9.984414455270810507e+00 9.997188108896303049e+00 9.935939634271345966e+00 7.153952008278021246e+00 7.812084547715850924e+00
9.992006288408370906e+00 9.963119232148716975e+00 9.869027168055398036e+00 8.601172031307855903e+00 8.540061511026033614e+00
9.953126999874607250e+00 9.936160430718398828e+00 9.949233916313003689e+00 8.755597429799584219e+00 9.371928779520716901e+00
9.960567145339906503e+00 9.900451600036092259e+00 9.982646331208526291e+00 9.266811068279640295e+00 8.110440657990530156e+00
9.952729922798294382e+00 9.974460017524030775e+00 9.948291282732196095e+00 6.247085058808872660e+00 9.919402152507137416e+00
9.949901773697924057e+00 9.996814429085942422e+00 9.952409118277214972e+00 5.498722284813609029e+00 7.334091091022966857e+00
9.982190456068311235e+00 9.987258669135663069e+00 9.949158945360036199e+00 6.914034091645749669e+00 6.619548837868993729e+00
9.982992363560198257e+00 9.777773222983416446e+00 9.998908983908572523e+00 7.166417709205617825e+00 7.901568101808138955e+00
9.993143324145332684e+00 9.937974379675088343e+00 9.978060377452470320e+00 8.804353976040713903e+00 7.894388931698850698e+00
9.997375258275763343e+00 9.982599697924747773e+00 9.970321352242788038e+00 7.369306728149314978e+00 9.605567452168330078e+00
9.986008005062105397e+00 9.978774116653847059e+00 9.954891248263896486e+00 5.560710104600303794e+00 9.657514310911189170e+00
9.991519915286886544e+00 9.873209698330100537e+00 9.995181864933197602e+00 9.497427379663760050e+00 9.615190037299726100e+00
9.996488160105064580e+00 9.493088975656089445e+00 9.985301460962196174e+00 6.719093005035098543e+00 9.393596300194037241e+00
9.996920289332893006e+00 9.496443645909016240e+00 9.999649686353153655e+00 9.109212320838970811e+00 8.465241649465685470e+00
9.997029413970738077e+00 9.490981655209086654e+00 9.826924026239360899e+00 8.314850539452224965e+00 8.431859004492814336e+00
9.972025237126514341e+00 9.444400464223225100e+00 9.879875579916721051e+00 8.737749086718885394e+00 9.142097601273359686e+00
9.978835550120567888e+00 9.892245390079141387e+00 9.891081442307424254e+00 8.564700723596068599e+00 9.356270570502260853e+00
9.949151101432571309e+00 9.865044439852956870e+00 9.934155131594152977e+00 8.574209092901067919e+00 9.283988867224184816e+00
9.989460789907479210e+00 9.909235804156558913e+00 9.895873968460485059e+00 7.940245966759219343e+00 5.067133954081862512e+00
9.995959223970048768e+00 9.979919821579791517e+00 9.906255189446389053e+00 9.110730109314273406e+00 7.908205267780010317e+00
9.990344987075337357e+00 9.985473534192252032e+00 9.972997821384618433e+00 8.837290191681882234e+00 9.966542032885524094e+00
9.993459539401619907e+00 9.969708340606660002e+00 9.967558079927600900e+00 9.333449772274944323e+00 9.973736450005679544e+00
9.961956378820977065e+00 9.959567423879441606e+00 9.962085171327828448e+00 7.247533442615529786e+00 8.233548284507870463e+00
9.997397629030309929e+00 9.965377347503089567e+00 9.911467565127919599e+00 7.693406936937970286e+00 7.549944757244842819e+00
9.991175207038940798e+00 9.982133179010752144e+00 9.915180559271105309e+00 9.275528182258186760e+00 9.893359876945261533e+00
9.945980814924768154e+00 9.913499280635033273e+00 9.915688642971424827e+00 7.195992364213955383e+00 9.738957619231889851e+00
9.965622614925926825e+00 9.838616546458730738e+00 9.941163068769400368e+00 9.593404108280385145e+00 9.990882557311701717e+00
9.954422410956915712e+00 9.937880455650624612e+00 9.793800147683400681e+00 9.647682446070687590e+00 9.316806635658130276e+00
9.904014908602635003e+00 9.901994027459865677e+00 9.757208443559733269e+00 8.913889303339081138e+00 5.159785358308378811e+00
9.971840236370148602e+00 9.570157700649271959e+00 9.869686312933110273e+00 8.442273866511834868e+00 8.396705911999383432e+00
9.975734925503262573e+00 9.871556155624318762e+00 9.850202417652988984e+00 8.798483029168163938e+00 9.391216150377985628e+00
9.943135435294518487e+00 9.987930658114329674e+00 9.839747247312930156e+00 7.763613564059856920e+00 9.278168181709224527e+00
9.975087125915987230e+00 9.998171564648739462e+00 9.850669159683047127e+00 9.165770131768963935e+00 8.907471575748392212e+00
9.965320246487765488e+00 9.897828733901651077e+00 9.811519805055175070e+00 9.185945489487945537e+00 9.215352141650493323e+00
9.914951204576707866e+00 9.929658190911256455e+00 9.831462141064593041e+00 9.343697943554108321e+00 8.934586845080966455e+00
9.896695093220815309e+00 9.934332607778452839e+00 9.975269645261260365e+00 8.991902444388625071e+00 9.280613713279256771e+00
9.888193398414435009e+00 9.908691964273932840e+00 9.963329242902874583e+00 9.964199672318150292e+00 9.299017113330130258e+00
9.920026108664416142e+00 9.924708251705471440e+00 9.992887306829345562e+00 7.417516845137035020e+00 5.086712682263040186e+00
9.948283038094182018e+00 9.842279300788359109e+00 9.964426548810891404e+00 8.693216586473660357e+00 5.224454338315401181e+00
9.939385611011033461e+00 9.848485664443515475e+00 9.993619307492751958e+00 7.768222530695718220e+00 8.003059914905048089e+00
9.932598684523725296e+00 9.898654888882820302e+00 9.934136814117202618e+00 6.266551137578999509e+00 9.148661974443813349e+00
9.844958418655537002e+00 9.903477208959452938e+00 9.963111088166602514e+00 6.536932716722249737e+00 8.236567496320258641e+00
9.865697183705615103e+00 9.910112718154895362e+00 9.942526801939360226e+00 8.656153349246981321e+00 7.586594358007607397e+00
9.928269979643754795e+00 9.819125993028745114e+00 9.995437944167875344e+00 7.930103002589916628e+00 8.883003707232782986e+00
9.961121709854300121e+00 9.662463137643829469e+00 9.956305295246197673e+00 6.236017330387224611e+00 9.758691756034789222e+00
9.977472134788943237e+00 9.656238714538497803e+00 9.991322699509980865e+00 7.650085150321631389e+00 9.150384267432810859e+00
9.975147372263579726e+00 9.866740052113888382e+00 9.991838980481814403e+00 7.038676971428104778e+00 9.767830478743656286e+00
9.956732403010233767e+00 9.931121897826445277e+00 9.997165190460103545e+00 8.588995312075585531e+00 8.953073828717826643e+00
9.967523824857845938e+00 9.949214755903684093e+00 9.990349339906394732e+00 6.785139162986941308e+00 9.887982250920634542e+00
9.986483290386741984e+00 9.871995027272012280e+00 9.978384299082321718e+00 6.774607956453076341e+00 7.901518568597551528e+00
9.916617128291424166e+00 9.785367730501542738e+00 9.899801842126404239e+00 7.042087619734987314e+00 7.399806378318793065e+00
9.891780044809507899e+00 9.610226844817386649e+00 9.930659489817401209e+00 5.955733869958902638e+00 8.507659807039653188e+00
9.960550461148276469e+00 9.498240053790038218e+00 9.922232506442707489e+00 8.353136432329662853e+00 9.437150092925037370e+00
9.949362695552078861e+00 9.804599554504756398e+00 9.919680256322578771e+00 8.905211302030863862e+00 9.243669740303095850e+00
9.984410963519158244e+00 9.823816683478295175e+00 9.897048236499362162e+00 8.594666131350027882e+00 6.459505653496846023e+00
9.989799742331145538e+00 9.701405919610374795e+00 9.893036191429182225e+00 7.735583250716409509e+00 8.875814452428318901e+00
9.972591657200382542e+00 9.860260000382560008e+00 9.919258317696714400e+00 9.992001743823617943e+00 8.546491775555359993e+00
9.950293348307607033e+00 9.977060903280117188e+00 9.962229017811221610e+00 9.136160468999207751e+00 9.927469381497980194e+00
9.941408813797554700e+00 9.976120192100607298e+00 9.991377075851783474e+00 8.774667667356101930e+00 9.948819125588606482e+00
9.983045744556610757e+00 9.836561115118790610e+00 9.944133338319359083e+00 8.583164400639221370e+00 8.343357256549840173e+00
9.958172436455791754e+00 9.899787295731121262e+00 9.909291483391806210e+00 7.306317110357668732e+00 5.150885344890650863e+00
9.989211599244033124e+00 9.927420016279047132e+00 9.916265034834310654e+00 6.849217314908574217e+00 7.978651335700938318e+00
9.998678848015270404e+00 9.987943999753426283e+00 9.931381376964557361e+00 8.503862285330905380e+00 7.415613119833952105e+00
9.999256069685380055e+00 9.984067701815400042e+00 9.970346872628406132e+00 8.981575428748595158e+00 8.777652493090901231e+00
9.990992895346980873e+00 9.999257087154022727e+00 9.980041493020255672e+00 7.635653638874376092e+00 7.253950774109140021e+00
9.996235319312937406e+00 9.968628021275149464e+00 9.989834979877478816e+00 6.855404361650993650e+00 7.120170808375529070e+00
9.996160033507388576e+00 9.998124332525490487e+00 9.983764630713173105e+00 8.285109766439934020e+00 8.679813333733548575e+00
9.992469477412910805e+00 9.864138186485833515e+00 9.980043975846893289e+00 9.712929767813808013e+00 8.841123283036585789e+00
9.995924140820974912e+00 9.941537466094189313e+00 9.929616087589534956e+00 8.657146784771985182e+00 7.304470682392556036e+00
9.993875858419814406e+00 9.911566165095175407e+00 9.961431587622140427e+00 7.542535220808455954e+00 5.742907456610640615e+00
9.992195993466829407e+00 9.903935858677167303e+00 9.938166991554382435e+00 9.329343954041553033e+00 6.558897571199959309e+00
9.978875752182672088e+00 9.970984047906334524e+00 9.996543454953087604e+00 9.679753900527714450e+00 7.490091761478190335e+00
9.881834971692445180e+00 9.633055051471741237e+00 9.979775876127044754e+00 8.339653108485272526e+00 9.559327139664805628e+00
9.901822900256270543e+00 9.741740401402307015e+00 9.980252507661660388e+00 7.559031893147546199e+00 9.965765633380609501e+00
9.908426753249401031e+00 9.780305170730578368e+00 9.971445546625650636e+00 8.836382983997156160e+00 7.833387361342701638e+00
9.966436684262543366e+00 9.936619964816467032e+00 9.920092188603993222e+00 6.608993737203583407e+00 6.325972248515316920e+00
9.978213610762848518e+00 9.976756850603964111e+00 9.930998647284043912e+00 6.967390561845801855e+00 7.091683533494455460e+00
9.940206272965857792e+00 9.715200550126601442e+00 9.959485391065777904e+00 7.366430511781482338e+00 8.150900929702686426e+00
9.987396379503927335e+00 9.873624906863577522e+00 9.976003985353161241e+00 9.060407575265058355e+00 9.633966674197164792e+00
9.996583056028446990e+00 9.832033302657592344e+00 9.985245421319721260e+00 7.934973460317511496e+00 9.481319694032478651e+00
9.972515347850839262e+00 9.829555454500459533e+00 9.985716362295601556e+00 7.709936889577719832e+00 8.649023704596851658e+00
9.981118963967032798e+00 9.739217313772648765e+00 9.950844037062118730e+00 8.743642428228367791e+00 8.064025948687092438e+00
9.985286157180663480e+00 9.971256146300518708e+00 9.924685629589815150e+00 9.571713063059052118e+00 9.338174133714646885e+00
9.983447286595765746e+00 9.967001755210674219e+00 9.949559035433276577e+00 9.023535097571745212e+00 9.942176400857137608e+00
9.964686758887605578e+00 9.985773601354477336e+00 9.947913958647156107e+00 7.379753823985534922e+00 9.736798445973686711e+00
9.909372875664276492e+00 9.962555464396981364e+00 9.998925585222103507e+00 8.489248556017871650e+00 5.933734471424347845e+00
9.933184824994233608e+00 9.904968221624285363e+00 9.975210555917108479e+00 6.806413578767935846e+00 5.769401622691074927e+00
9.950958579549933347e+00 9.936187466113185707e+00 9.976784337353652887e+00 9.031144466910003388e+00 5.607612555872998783e+00
9.971207530923736684e+00 9.959381733805022563e+00 9.965619707116609050e+00 8.515695148292991234e+00 8.854687953792808486e+00
9.988067193656618770e+00 9.947476970322831846e+00 9.989347583755844084e+00 8.148452655391812627e+00 8.078730014078663757e+00
9.988261899832611590e+00 9.970511511936226867e+00 9.942955673222774848e+00 6.906396714661894087e+00 8.560571779770572931e+00
9.994282685660822452e+00 9.984811940705871081e+00 9.958900479432047703e+00 8.281478392993921744e+00 8.243450238813776920e+00
9.983487746031070031e+00 9.983596357148794453e+00 9.960544211235996315e+00 8.516510480337823097e+00 9.637797862585241404e+00
9.989916834777357479e+00 9.913843174162334293e+00 9.995572802533486012e+00 5.700066751754453875e+00 8.530697228040516222e+00
9.994839249064781939e+00 9.953058148349285261e+00 9.922837402970857923e+00 9.367858529859018901e+00 8.746977084160661775e+00
9.990929426941539404e+00 9.963605824597998151e+00 9.906348824255411856e+00 8.501968302258024579e+00 8.474291008890354249e+00
9.988334467337278255e+00 9.940536407202737124e+00 9.998631196598337212e+00 9.433063410289017625e+00 9.273800137094129425e+00
9.995182869263267378e+00 9.949366214524525631e+00 9.953277316369218752e+00 6.684545972600319352e+00 9.196934088969056731e+00
9.967273594531649294e+00 9.969827976695503580e+00 9.934650321359434599e+00 8.387679924935078191e+00 9.444926296577319746e+00
9.991221076842263571e+00 9.815011100248185016e+00 9.942936590450898393e+00 7.347063952765097383e+00 9.920602454346168386e+00
9.975421525007421408e+00 9.732318072381058727e+00 9.770547639139380180e+00 5.955057854817999541e+00 7.820713465567544986e+00
9.973137316033728439e+00 9.977969393204167758e+00 9.918750778380175603e+00 8.888122929674242556e+00 9.638999267767514922e+00
9.985762632354187929e+00 9.980373807195810798e+00 9.976738376929809249e+00 7.205228022790048925e+00 7.758881756522311157e+00
9.991122861670209687e+00 9.918885269342176514e+00 9.926060695938149436e+00 5.469131696633746209e+00 6.804037780706599925e+00
9.935755060406906480e+00 9.997549894742547849e+00 9.923228197298444186e+00 8.138676188375670861e+00 9.908634540670863800e+00
9.919163642554263305e+00 9.831043152742299895e+00 9.897359222628338671e+00 7.778158905235506460e+00 7.376882906364515158e+00
9.898613113694736398e+00 9.845420687813566829e+00 9.868890796413859690e+00 9.220403904487438851e+00 6.134690063062546272e+00
9.884540903746618312e+00 9.854464693596412417e+00 9.858305798816559218e+00 8.726731935564423281e+00 7.777755095505474614e+00
9.874822258878545256e+00 9.891079434190679365e+00 9.852305111255846626e+00 9.493994753202329662e+00 8.360966560120457913e+00
9.868938845074625377e+00 9.896422298066376300e+00 9.896585475155745826e+00 8.750345789625608717e+00 9.090564503404486629e+00
9.779603737603393299e+00 9.959339993710898398e+00 9.959143140138928985e+00 7.801043185115362100e+00 6.670057627324713856e+00
9.775335900437054804e+00 9.930509645187942880e+00 9.961580793711256376e+00 8.525849228034701355e+00 6.231603788011934597e+00
9.783384447879763357e+00 9.965186927853480370e+00 9.967030285319767202e+00 9.882471290076525250e+00 9.835619467873279120e+00
9.964834825657833406e+00 9.924603691054489474e+00 9.972199709243414034e+00 6.021097281077958385e+00 5.172280151354585520e+00
9.923982794065887347e+00 9.854932312151120755e+00 9.981670705305274893e+00 8.917532407187009014e+00 9.580501721296602824e+00
9.945459237281681908e+00 9.936921825778705752e+00 9.978432731881451190e+00 7.686710582848549578e+00 7.440268694006233474e+00
9.984516089462829314e+00 9.867157577472074337e+00 9.995443654472589756e+00 3.814648800197475431e+00 7.724556928244211917e+00
9.991931895833014110e+00 9.949512353990986213e+00 9.998071883254731063e+00 8.780613729890999863e+00 6.997890387086496133e+00
9.894772971463726918e+00 9.793573319147697021e+00 9.960312538360698298e+00 9.945584218311719127e+00 6.869332816761797744e+00
9.936746810433509935e+00 9.842483575193227807e+00 9.970724115643756491e+00 8.277729157213622457e+00 6.224624253675243857e+00
9.841508612265027267e+00 9.700110015559561205e+00 9.972706518962711542e+00 9.186660758689447093e+00 7.836385091328199159e+00
9.846279150198640195e+00 9.657187743670496261e+00 9.998810305682589217e+00 6.384285007804733070e+00 7.105863232351980585e+00
9.857464589423585721e+00 9.807561982716514137e+00 9.992903276315528771e+00 9.129597088526157478e+00 9.189968774374928984e+00
9.966974981476116824e+00 9.919820788142891033e+00 9.998508915594971569e+00 8.212660640148811808e+00 6.516524336516598126e+00
9.910600454079485644e+00 9.970552001835050859e+00 9.968961752179680502e+00 8.988713266383003386e+00 8.597102786530657070e+00
9.924765247501191823e+00 9.955294523694107056e+00 9.972486201126651295e+00 9.404643192525741213e+00 9.095099195502115208e+00
9.939220684262723537e+00 9.848525318068416468e+00 9.995706422213281428e+00 9.861278394759100507e+00 9.859646970531033006e+00
