log.prior	log.likelihood	log.likelihood.test.set
-1.130422878743420142e+03 -1.724269263897525525e+04 -6.863021558182412036e+02
-1.127748236527977724e+03 -1.723408865610107023e+04 -6.878349089743668401e+02
-1.115314193157031013e+03 -1.724665864951939147e+04 -6.882422133067622099e+02
-1.138953893457439790e+03 -1.725250625077539007e+04 -6.889308064959526519e+02
-1.158728762905529493e+03 -1.723929645602481105e+04 -6.890635920149233016e+02
-1.156284931139764240e+03 -1.723267509669064748e+04 -6.880382062748089993e+02
-1.145538624558103720e+03 -1.723609443635609932e+04 -6.862390740271007417e+02
-1.142177394407557131e+03 -1.724819111480563151e+04 -6.881821981504957648e+02
-1.155664705521529640e+03 -1.722816217864266582e+04 -6.876928304331959225e+02
-1.159431621674641974e+03 -1.722862374182980057e+04 -6.851318315499818254e+02
-1.147801819357397335e+03 -1.722462910151819960e+04 -6.837657107167447066e+02
-1.151115217571244784e+03 -1.721755267015140998e+04 -6.846786591878284298e+02
-1.129428420293479576e+03 -1.723852436617718195e+04 -6.848035773675417204e+02
-1.124191347465298804e+03 -1.723942792332189856e+04 -6.842734133542201107e+02
-1.119314934774933363e+03 -1.724864911395244053e+04 -6.860424882065422025e+02
-1.135146149164346298e+03 -1.723299491623846552e+04 -6.855766235875812527e+02
-1.119766000515121959e+03 -1.723937664336009402e+04 -6.853444491337180580e+02
-1.119485106518303155e+03 -1.723348432565971962e+04 -6.843686048506012867e+02
-1.135685778357837762e+03 -1.721548310872795992e+04 -6.830754269515106216e+02
-1.122853392093508091e+03 -1.721272800409076444e+04 -6.836144826635952541e+02
-1.128400759094111436e+03 -1.720905939170204874e+04 -6.836660359639824946e+02
-1.124193710024756001e+03 -1.720986360084026455e+04 -6.841137992234179137e+02
-1.106435117439549003e+03 -1.721733623908640220e+04 -6.843864980377645679e+02
-1.114669964448272822e+03 -1.722210113887963962e+04 -6.829175454506806773e+02
-1.102704333333061641e+03 -1.723394546590667233e+04 -6.831999252935999039e+02
-1.102643456030137258e+03 -1.723839520540279045e+04 -6.836487092282003459e+02
-1.115893323766318417e+03 -1.723957067961711073e+04 -6.822519233673981489e+02
-1.123460650618218551e+03 -1.723835634899832803e+04 -6.826931903228662577e+02
-1.115673822721144234e+03 -1.724863481681954727e+04 -6.838705308173633739e+02
-1.116721102865193643e+03 -1.724412827503838344e+04 -6.847008763045074602e+02
-1.107129435941673819e+03 -1.724886626586215425e+04 -6.843157302044356811e+02
-1.106236098733616245e+03 -1.725422842693659550e+04 -6.848852916645124651e+02
-1.121906051365138183e+03 -1.725390506255149376e+04 -6.873956597330798104e+02
-1.109332871089105083e+03 -1.724359283878640053e+04 -6.879987870322042909e+02
-1.105077647619215668e+03 -1.724212808033423789e+04 -6.877672834493905611e+02
-1.107414284845350949e+03 -1.724265858143724108e+04 -6.884578182955824559e+02
-1.122721613160771767e+03 -1.722661221794610537e+04 -6.866032170862180237e+02
-1.121312889446696545e+03 -1.723047574091205024e+04 -6.888747814968583043e+02
-1.110219023055399703e+03 -1.723827253400798872e+04 -6.874821344336793345e+02
-1.130474507266712635e+03 -1.722964229927476117e+04 -6.867532842417788288e+02
-1.130926403598578418e+03 -1.722101185702671864e+04 -6.854279448095433054e+02
-1.128650841681223255e+03 -1.722941105073856306e+04 -6.841309034381322363e+02
-1.115245124284227813e+03 -1.722744428059042548e+04 -6.847902276858420691e+02
-1.118114468193112543e+03 -1.722199371240219261e+04 -6.836133186564893549e+02
-1.110294766126429295e+03 -1.723179062092970707e+04 -6.853493216801298331e+02
-1.108928316090082490e+03 -1.723033821625618657e+04 -6.841535858976502595e+02
-1.110335360937943278e+03 -1.723633505804378728e+04 -6.854374795600133439e+02
-1.104668924572539481e+03 -1.723588277714927244e+04 -6.858912660894920919e+02
-1.124899010203423813e+03 -1.722923118155773045e+04 -6.841841760460274600e+02
-1.114340327654845169e+03 -1.724370637998487291e+04 -6.847577812117453959e+02
-1.098389079460537005e+03 -1.725092007704448770e+04 -6.856678907323203020e+02
-1.090184288126555202e+03 -1.724703854577579841e+04 -6.845120874530239234e+02
-1.076543473342849893e+03 -1.725205267475283836e+04 -6.850691199363445776e+02
-1.087177892427695269e+03 -1.724358255194848607e+04 -6.858846474808070752e+02
-1.089950169178060378e+03 -1.724181834210306261e+04 -6.849920810161684130e+02
-1.083145913976429483e+03 -1.724446905191865881e+04 -6.848372294443079227e+02
-1.079441613749387898e+03 -1.725697790994460593e+04 -6.844366992602963364e+02
-1.074868538185548687e+03 -1.725530995267436811e+04 -6.852345246297645645e+02
-1.094945735780710265e+03 -1.725358396379790793e+04 -6.862988468515818568e+02
-1.101938397625006019e+03 -1.723975722450972535e+04 -6.849302250247259281e+02
-1.103634030763214923e+03 -1.724334760426733192e+04 -6.854654789935473218e+02
-1.114638238727994349e+03 -1.723771891492003851e+04 -6.873764074382278295e+02
-1.136284546016539025e+03 -1.723710524251078095e+04 -6.857565956124925606e+02
-1.114628852719543829e+03 -1.724637024598719290e+04 -6.846475344688524274e+02
-1.124101488842666186e+03 -1.724557714348630907e+04 -6.855456090451759792e+02
-1.136252100391908243e+03 -1.724010246472656581e+04 -6.843427996263307023e+02
-1.130396249030396575e+03 -1.724615309429955232e+04 -6.850351650212738832e+02
-1.131454981438547748e+03 -1.724661943536553372e+04 -6.847820611816134715e+02
-1.133670893592149469e+03 -1.723866799539367639e+04 -6.838893113637216175e+02
-1.134928612906463741e+03 -1.724313881675446464e+04 -6.817869015901934517e+02
-1.128999396296692339e+03 -1.725299005091137224e+04 -6.833367455910063200e+02
-1.132866440602381772e+03 -1.726097011965393176e+04 -6.828452962643028741e+02
-1.137629360738991636e+03 -1.725701642021084990e+04 -6.830731099261996633e+02
-1.122636879428828252e+03 -1.726633872291482112e+04 -6.843218897824310716e+02
-1.121251040489252546e+03 -1.727086866695910794e+04 -6.824238942696140384e+02
-1.109054297962132523e+03 -1.727429766011546235e+04 -6.821887953351426859e+02
-1.110715477979129219e+03 -1.726002487719104829e+04 -6.812221440117401698e+02
-1.105733657463705640e+03 -1.726684365362858443e+04 -6.825249371632567090e+02
-1.091727786425760769e+03 -1.727042630250626462e+04 -6.816551058914803889e+02
-1.100018120157713156e+03 -1.726301848153285027e+04 -6.835146690231955517e+02
-1.111726052571954824e+03 -1.726266062648377556e+04 -6.831871591233968957e+02
-1.121392874662020859e+03 -1.725885826747615283e+04 -6.830920786374520048e+02
-1.122088377400190666e+03 -1.725842313030091827e+04 -6.819356436199659584e+02
-1.133098842350751056e+03 -1.725219433413020306e+04 -6.811440737827383600e+02
-1.140007050892874759e+03 -1.725341910894271859e+04 -6.808399863680754152e+02
-1.133895482803107825e+03 -1.725136418659349874e+04 -6.822619651401139436e+02
-1.123193536969620482e+03 -1.725516973099149254e+04 -6.827040851047561318e+02
-1.151771662455228352e+03 -1.724635680033313110e+04 -6.825750959642065254e+02
-1.129481212814404216e+03 -1.725750993910905163e+04 -6.840365490415788372e+02
-1.128811293812648273e+03 -1.725844439011019131e+04 -6.844843856712647039e+02
-1.108562549726766747e+03 -1.727097804002636622e+04 -6.849667290028776279e+02
-1.106317771270061485e+03 -1.726106047706710888e+04 -6.830529567361140835e+02
-1.105638787619736831e+03 -1.727150263745210759e+04 -6.838162768684129560e+02
-1.109052883065021661e+03 -1.727386016577179180e+04 -6.828469664717918022e+02
-1.107439477355462941e+03 -1.727217120841364158e+04 -6.831313611584580485e+02
-1.107732186180183362e+03 -1.726976948025357706e+04 -6.820886997671527752e+02
-1.139142951637346414e+03 -1.725436955710201801e+04 -6.815637662442360352e+02
-1.157400980456538491e+03 -1.723771586380800363e+04 -6.802601529823607507e+02
-1.161623168002239936e+03 -1.724858352267295777e+04 -6.824430604508065699e+02
-1.170565751153656038e+03 -1.724804484752520511e+04 -6.835221846309709690e+02
-1.157524988862852524e+03 -1.724431672093730958e+04 -6.824284331592632498e+02
-1.141206414711137313e+03 -1.726258260688899463e+04 -6.830098708525755455e+02
-1.137837339131421004e+03 -1.725862465695289575e+04 -6.835851883028751672e+02
-1.150004298707028511e+03 -1.725430034311857526e+04 -6.838342688068266852e+02
-1.148410490657076025e+03 -1.725209750191155763e+04 -6.841040411933099676e+02
-1.154938845594737359e+03 -1.724748214505977739e+04 -6.850798418953393139e+02
-1.135417750836482128e+03 -1.725074024857920085e+04 -6.850199330195500806e+02
-1.134600079452660566e+03 -1.724136402151108996e+04 -6.839051140867009053e+02
-1.148820124268472000e+03 -1.724339391766441258e+04 -6.824488836752964289e+02
-1.152023197135396003e+03 -1.724386755673151856e+04 -6.838656770961791835e+02
-1.154914029421120631e+03 -1.723860255392177714e+04 -6.834549702625539567e+02
-1.156255519032104303e+03 -1.723413758488203530e+04 -6.840298027634238451e+02
-1.157586471643424375e+03 -1.723698171853859822e+04 -6.840133752279896271e+02
-1.151127450283396684e+03 -1.724161180725138547e+04 -6.841558560417688568e+02
-1.137354703357898188e+03 -1.725533761459496964e+04 -6.854642300951657035e+02
-1.148328997587285357e+03 -1.724921100290757386e+04 -6.845547001870331769e+02
-1.141005353262010203e+03 -1.723570291191220895e+04 -6.826495118653925829e+02
-1.114500988777437442e+03 -1.724846321878647723e+04 -6.834321842675808512e+02
-1.112582806725191176e+03 -1.725195636273233322e+04 -6.832768630931295775e+02
-1.117696212782555676e+03 -1.724812341089060646e+04 -6.832175626416810701e+02
-1.135809799504290822e+03 -1.723976266802579994e+04 -6.835057336806527246e+02
-1.123599311438174254e+03 -1.724109465316980641e+04 -6.827412587856279060e+02
-1.114687387639660301e+03 -1.724484334981863503e+04 -6.841953902104299914e+02
-1.142979372395948076e+03 -1.723815415534624481e+04 -6.829223252172355387e+02
-1.142281862409142832e+03 -1.723991013004293563e+04 -6.834011959290645564e+02
-1.145047800148509623e+03 -1.724565440412133103e+04 -6.822141451063176874e+02
-1.137905185974241476e+03 -1.724508771360434548e+04 -6.816747894706761599e+02
-1.140582354291259435e+03 -1.723993403250430129e+04 -6.836163222614211463e+02
-1.128692644088389898e+03 -1.725093255046798004e+04 -6.836402065265635883e+02
-1.122935764363187673e+03 -1.723874319511931753e+04 -6.835445002372825911e+02
-1.145209284362126709e+03 -1.722498282747902340e+04 -6.807619806006911176e+02
-1.128366730937133070e+03 -1.723473683796926707e+04 -6.805562477814548856e+02
-1.096308691998504628e+03 -1.724888893566197657e+04 -6.827196723578792898e+02
-1.098213709907403199e+03 -1.724864350104199912e+04 -6.825870542750994900e+02
-1.093892170331288753e+03 -1.724927390860459855e+04 -6.838384054094502744e+02
-1.103859023983542329e+03 -1.724558734964535324e+04 -6.839342073634256849e+02
-1.107698880033598698e+03 -1.724844983594708538e+04 -6.828904838456362540e+02
-1.101439698117244461e+03 -1.725686833466269309e+04 -6.838329878071821213e+02
-1.086386738055552087e+03 -1.727574146439684409e+04 -6.850981043746127170e+02
-1.074752859667139774e+03 -1.727155195386294508e+04 -6.855264587673931374e+02
-1.086258469093658050e+03 -1.726761678111022047e+04 -6.858591360840318885e+02
-1.092547960328766294e+03 -1.726595609962095114e+04 -6.850874128772254608e+02
-1.091010444681471427e+03 -1.726391912187204071e+04 -6.859063601465143165e+02
-1.094325490749369465e+03 -1.725682797904693871e+04 -6.850737025688544009e+02
-1.081180612072004578e+03 -1.725250821738573723e+04 -6.834835019595070662e+02
-1.100375864701556111e+03 -1.724514109949336125e+04 -6.813759509806520782e+02
-1.107584629512385391e+03 -1.724029437853471245e+04 -6.810710293351969540e+02
-1.113494067747199324e+03 -1.724839283679059372e+04 -6.826177722739261071e+02
-1.114389496215401778e+03 -1.724763004219083086e+04 -6.838643596483448164e+02
-1.086986134783905754e+03 -1.726071600438372479e+04 -6.857275828193222651e+02
-1.099504014734514158e+03 -1.724889066163189636e+04 -6.862568693865569003e+02
-1.087467256725357174e+03 -1.727100964817091153e+04 -6.869604070339726150e+02
-1.084713162556090310e+03 -1.726128306841072117e+04 -6.873632949525818958e+02
-1.094215820156779046e+03 -1.725276937058457406e+04 -6.853273733519747566e+02
-1.114890640805521343e+03 -1.724417218912683893e+04 -6.841019568977562813e+02
-1.094058746335257410e+03 -1.725036636500282475e+04 -6.845923063594359519e+02
-1.105128025680040764e+03 -1.725063581311990856e+04 -6.832516397467950355e+02
-1.104737949001145580e+03 -1.723780499381143454e+04 -6.832859622031298841e+02
-1.113100608273006856e+03 -1.723561039567597982e+04 -6.831525433339988922e+02
-1.094011757791695345e+03 -1.725052305094004259e+04 -6.836058927649033876e+02
-1.125294436192614739e+03 -1.725104898083166336e+04 -6.841030008074023954e+02
-1.136699609980712239e+03 -1.725544004659128041e+04 -6.846692904580796721e+02
-1.141868037746153050e+03 -1.725144982848431027e+04 -6.842524355539717362e+02
-1.162320202574059977e+03 -1.724906442872549087e+04 -6.846109103908941051e+02
-1.183147275243400372e+03 -1.722903636883536092e+04 -6.853061175871065416e+02
-1.175574790327326809e+03 -1.723899933421384776e+04 -6.863561449710780380e+02
-1.171343903458060140e+03 -1.723503291781956068e+04 -6.861879731439694297e+02
-1.157358357294120196e+03 -1.724047531149497081e+04 -6.854126130165759605e+02
-1.156216983637389831e+03 -1.724738653772906764e+04 -6.859207112245084090e+02
-1.158888013838806046e+03 -1.724853258241572257e+04 -6.859873386025152513e+02
-1.165734530555666424e+03 -1.724366470731156005e+04 -6.843089770192460719e+02
-1.158781190770980629e+03 -1.724633747955156286e+04 -6.841227778333243350e+02
-1.140948599152452744e+03 -1.725016991533120745e+04 -6.842540240709004138e+02
-1.146042957254984003e+03 -1.725249845813987122e+04 -6.842543854083942279e+02
-1.157166106234444896e+03 -1.725322830481812343e+04 -6.851162934874522534e+02
-1.144391151505709104e+03 -1.725946460397790725e+04 -6.848865069523556031e+02
-1.153809173152970743e+03 -1.725605261271026393e+04 -6.838607599735073563e+02
-1.157807698887923380e+03 -1.725842651480472341e+04 -6.822927118355794391e+02
-1.171644889299254146e+03 -1.724212639360681715e+04 -6.843091480829822331e+02
-1.165802878550395917e+03 -1.724695353754871394e+04 -6.836955194688237043e+02
-1.151377143466517737e+03 -1.724307845143481245e+04 -6.830640601218337906e+02
-1.164890262280604247e+03 -1.724564262187979330e+04 -6.828708334640595012e+02
-1.159460828014218350e+03 -1.723489937474365433e+04 -6.824684633792882096e+02
-1.166435185662881850e+03 -1.724630392174679582e+04 -6.835657380320214997e+02
-1.164875873179269092e+03 -1.724177235316398219e+04 -6.825550344616862048e+02
-1.145310221997282270e+03 -1.724162839710018307e+04 -6.821582912485540646e+02
-1.152915392831722329e+03 -1.724169524633418041e+04 -6.822722966996605010e+02
-1.149370118829698185e+03 -1.725003799224791510e+04 -6.837378853053343164e+02
-1.160313975118905319e+03 -1.724340241194870396e+04 -6.840746836430325857e+02
-1.156061234335950985e+03 -1.723696413520543138e+04 -6.837972110602917155e+02
-1.149572191568759536e+03 -1.724385077617394563e+04 -6.834040369850044954e+02
-1.156489418573451303e+03 -1.723123750367719185e+04 -6.825734624860857593e+02
-1.155373350552233887e+03 -1.723495963951032900e+04 -6.813900995089377375e+02
-1.171082859914402206e+03 -1.722724986125552823e+04 -6.827468656750215814e+02
-1.175569079796342521e+03 -1.722927974286320750e+04 -6.839250500633122556e+02
-1.174452965700431378e+03 -1.723550320032093441e+04 -6.841407998356032749e+02
-1.191575107681954023e+03 -1.722591957596689463e+04 -6.834143275509154591e+02
-1.190831107562526313e+03 -1.722526821708970238e+04 -6.836472499883968794e+02
-1.187085618129372278e+03 -1.724440456105417252e+04 -6.867749984597637649e+02
-1.183384336912896060e+03 -1.724495924262538756e+04 -6.853620877944559879e+02
-1.193649766931404201e+03 -1.723544768157134240e+04 -6.840200112911948054e+02
-1.212945065083413738e+03 -1.722298883098633814e+04 -6.828363688729486967e+02
-1.220948861513921656e+03 -1.721809936876721986e+04 -6.818968392935212250e+02
-1.204358645851307074e+03 -1.722457430847798605e+04 -6.820150166322112000e+02
-1.225103521710499081e+03 -1.721237060970353195e+04 -6.822794078410967131e+02
-1.205359641479188440e+03 -1.721454830948019298e+04 -6.819001086790243562e+02
-1.187853306565196135e+03 -1.723044280632909431e+04 -6.826301842699764393e+02
-1.189706382270704808e+03 -1.723890982663494651e+04 -6.838898199475077035e+02
-1.172177471268149930e+03 -1.725134897399173497e+04 -6.851779442762037888e+02
-1.174120803779371045e+03 -1.724490322854337501e+04 -6.840696644103285280e+02
-1.148602408085684374e+03 -1.724640695069289723e+04 -6.848016043982364636e+02
-1.140579631558001665e+03 -1.723877702031644731e+04 -6.847967735562162943e+02
-1.143339271753907497e+03 -1.724087645186343434e+04 -6.850680114084225352e+02
-1.143443133154194129e+03 -1.725422290851752041e+04 -6.849658000499726995e+02
-1.132967871791536254e+03 -1.725194658235205497e+04 -6.852281933812247416e+02
-1.133706118328456114e+03 -1.725720687953743982e+04 -6.862614459730280032e+02
-1.141949801001583637e+03 -1.725810502011722929e+04 -6.874009951895749282e+02
-1.145220787757149765e+03 -1.725563674949002598e+04 -6.873898071627306763e+02
-1.151718217786334662e+03 -1.725350402976719488e+04 -6.857669905768793797e+02
-1.156988436442597958e+03 -1.724930260465558604e+04 -6.853901299622700662e+02
-1.165689618743558867e+03 -1.724429803778365385e+04 -6.846472930851116416e+02
-1.168607083826422240e+03 -1.725073396904414403e+04 -6.829687964544872329e+02
-1.176825136476637226e+03 -1.725226155339963589e+04 -6.829091904164436073e+02
-1.165956003177858975e+03 -1.724790662513922143e+04 -6.837643327917718352e+02
-1.166655118323993293e+03 -1.726179567232733098e+04 -6.846691770166198694e+02
-1.173670049387526660e+03 -1.725323464163163953e+04 -6.833317033719310984e+02
-1.175608828126280059e+03 -1.724097846409531121e+04 -6.828561023696690881e+02
-1.166811302373373337e+03 -1.725343781932448474e+04 -6.841011200273303530e+02
-1.167067592778674225e+03 -1.725650112081543921e+04 -6.848112074659594555e+02
-1.164687312646971122e+03 -1.724614361266895503e+04 -6.826506629354156530e+02
-1.173527050288929559e+03 -1.724846214362643514e+04 -6.832039992536308546e+02
-1.177603550467318200e+03 -1.725199409212257160e+04 -6.844669585810133867e+02
-1.167763445129942056e+03 -1.724345661952021328e+04 -6.848620676588557217e+02
-1.155191950973540770e+03 -1.724754175310960636e+04 -6.828426493848005521e+02
-1.170352969690999544e+03 -1.724557291557322242e+04 -6.838587755149005716e+02
-1.166017210552698089e+03 -1.724983149830997718e+04 -6.838058170183280708e+02
-1.163460397710301550e+03 -1.726185807260548245e+04 -6.854382273631440512e+02
-1.169825637092530997e+03 -1.724159476894431646e+04 -6.850716923266077174e+02
-1.154103481712244502e+03 -1.724247520898003495e+04 -6.851729904834531908e+02
-1.181530118719193524e+03 -1.724398453440408048e+04 -6.833889154848538965e+02
-1.186358977972741968e+03 -1.724046393459386309e+04 -6.826729371145958112e+02
-1.206023645315948670e+03 -1.722473358473397457e+04 -6.820226548281042369e+02
-1.195847396609423868e+03 -1.723380036932710937e+04 -6.829110321312152792e+02
-1.192236636364145170e+03 -1.723451876518463541e+04 -6.821530048589771695e+02
-1.210207104579778616e+03 -1.722802892464044999e+04 -6.830477517698561769e+02
-1.217900582321424963e+03 -1.721973164872840061e+04 -6.823770099489220229e+02
-1.228604450631890813e+03 -1.720964919190201545e+04 -6.823634725238151759e+02
-1.206283079671027963e+03 -1.722272485061251791e+04 -6.844435562062623148e+02
-1.194592084676796958e+03 -1.723195419054431113e+04 -6.845341520387823948e+02
-1.204206562154561880e+03 -1.722751265403054640e+04 -6.816761344409137564e+02
-1.202696491136484156e+03 -1.723592890593223274e+04 -6.819038731357536562e+02
-1.198430028039052331e+03 -1.724431718502830699e+04 -6.831349997378565604e+02
-1.190961258926016399e+03 -1.724401752736052367e+04 -6.822072509776783136e+02
-1.174984369191998212e+03 -1.725089314481028850e+04 -6.854665149778015802e+02
-1.174431515125166470e+03 -1.725416431651130188e+04 -6.843436289136495816e+02
-1.159952398155587161e+03 -1.726065922705896446e+04 -6.858346259946014243e+02
-1.179790314060365290e+03 -1.724414482218217381e+04 -6.842536639496294129e+02
-1.190442326378298503e+03 -1.724576340692470694e+04 -6.847400601723777527e+02
-1.193618333523494584e+03 -1.725006878477704959e+04 -6.857312202829174339e+02
-1.208254895912775737e+03 -1.725654436129047826e+04 -6.877942141378694032e+02
-1.198051329620921479e+03 -1.725577478302870804e+04 -6.864444967338794186e+02
-1.217715772097201352e+03 -1.724546004563729002e+04 -6.886725684252214705e+02
-1.231337761150126425e+03 -1.721859050578982715e+04 -6.859388413768324426e+02
-1.226949879888343503e+03 -1.721941022602415978e+04 -6.857194060911517681e+02
-1.221889431319754067e+03 -1.723138089022743225e+04 -6.856938656445047400e+02
-1.214181749903269974e+03 -1.722843272142822752e+04 -6.861083077129100047e+02
-1.207033491929244292e+03 -1.723338333915583644e+04 -6.851037212194370341e+02
-1.204375711202669891e+03 -1.723463162674503837e+04 -6.820117457903384093e+02
-1.195344181406008374e+03 -1.724287708338997618e+04 -6.832244982551480916e+02
-1.191252314438111853e+03 -1.725117832410269693e+04 -6.846710333104101665e+02
-1.191285399519749262e+03 -1.724331746467217454e+04 -6.834925071381559292e+02
-1.185609291402189228e+03 -1.724284870453207986e+04 -6.828162342923453707e+02
-1.186180024248679956e+03 -1.724098606895062767e+04 -6.825875089238170403e+02
-1.179931637198413227e+03 -1.724290732552839108e+04 -6.851228014082926165e+02
-1.173608919774655760e+03 -1.724769492897356031e+04 -6.832501843555696723e+02
-1.180760461580074889e+03 -1.724358511222827292e+04 -6.836152489808150676e+02
-1.177562578177242813e+03 -1.726069388173887637e+04 -6.851410367450997683e+02
-1.173370864499840309e+03 -1.726766829106552541e+04 -6.873366039897382507e+02
-1.174779129518755326e+03 -1.725900201142662991e+04 -6.873475309536637496e+02
-1.164203490319437833e+03 -1.725667789967933641e+04 -6.872188349774761491e+02
-1.154274226666949971e+03 -1.726166796559099748e+04 -6.866532124045936598e+02
-1.144091935770611599e+03 -1.727283763536089464e+04 -6.855284623341919996e+02
-1.148987357884247103e+03 -1.727218235394764997e+04 -6.852818673772678721e+02
-1.150289884147847260e+03 -1.727279401473089456e+04 -6.851113607655192936e+02
-1.135283724356757148e+03 -1.728304085532709360e+04 -6.858400826538539832e+02
-1.134881834782635451e+03 -1.728670468716117102e+04 -6.867194608937822977e+02
-1.132475668837632838e+03 -1.729271280765877236e+04 -6.885048399276637383e+02
-1.113493338852374109e+03 -1.728695083754563893e+04 -6.885074851303304513e+02
-1.102659169317806573e+03 -1.728183886852475553e+04 -6.884345902741973759e+02
-1.100303430101034792e+03 -1.728457611798711878e+04 -6.885713058438823282e+02
-1.125280813694890639e+03 -1.727484671349981727e+04 -6.878178346468314430e+02
-1.145934529940170478e+03 -1.728029433871564106e+04 -6.887903683049338497e+02
-1.162461901445201192e+03 -1.726022301964573126e+04 -6.852042286596998792e+02
-1.155082837632254041e+03 -1.726720462195000437e+04 -6.858659672247592880e+02
-1.151843946306935095e+03 -1.727872281229892542e+04 -6.863362117038520864e+02
-1.149113062470318710e+03 -1.727046075819638645e+04 -6.853398102390178792e+02
-1.144763380637205728e+03 -1.726716632804000983e+04 -6.859656801285591428e+02
-1.138335360765402811e+03 -1.728438956925188177e+04 -6.874537765730092360e+02
-1.156416622094033528e+03 -1.727848730822429934e+04 -6.879348929854605785e+02
-1.161292294170553532e+03 -1.726851839617864971e+04 -6.873884965834583909e+02
-1.163897261293196834e+03 -1.726228015420739393e+04 -6.847452628946646200e+02
-1.177125659350837623e+03 -1.725546772453678568e+04 -6.839923639676397897e+02
-1.160538333691568596e+03 -1.726429721508014336e+04 -6.872433593714374638e+02
-1.164620950274977758e+03 -1.726840607738382096e+04 -6.890831679331743089e+02
-1.185982209090632750e+03 -1.727042222194562783e+04 -6.881552541625961794e+02
-1.177287327286016080e+03 -1.728552369100733995e+04 -6.882104568006681120e+02
-1.163654465339936678e+03 -1.728848285353180836e+04 -6.875963783213663874e+02
-1.162722597413108815e+03 -1.727394217490347000e+04 -6.848603479657469961e+02
-1.185329299523207055e+03 -1.726514938853245258e+04 -6.836139410497681865e+02
-1.192996088660452870e+03 -1.726464461920373651e+04 -6.834266479283205626e+02
-1.178343897893573967e+03 -1.726619768325091354e+04 -6.844339082187586882e+02
-1.178185860775283572e+03 -1.726571815018862981e+04 -6.847219650798917883e+02
-1.185121430871579832e+03 -1.726778031490492140e+04 -6.843097345573219172e+02
-1.171761000606644529e+03 -1.726682121374451890e+04 -6.852413780640974892e+02
-1.167609631547037225e+03 -1.727507333837604529e+04 -6.849590030976019079e+02
-1.182007338286970935e+03 -1.726960842470956413e+04 -6.865875399328709818e+02
-1.199230121977532917e+03 -1.725749785334609624e+04 -6.850853832122855920e+02
-1.202796568250820428e+03 -1.726027838837695526e+04 -6.868427338969045195e+02
-1.197583202080912088e+03 -1.725916181609151317e+04 -6.850874098511017110e+02
-1.185516454824467246e+03 -1.725042435395716529e+04 -6.866591758151614613e+02
-1.189775700469878075e+03 -1.725014920085424819e+04 -6.841041254297184651e+02
-1.186676657886879639e+03 -1.724825748522375943e+04 -6.842840511770650664e+02
-1.180843117745347627e+03 -1.724214840024264049e+04 -6.843688152079071187e+02
-1.176689724370062549e+03 -1.725367637963668312e+04 -6.835954776099990795e+02
-1.160197669786716233e+03 -1.725866804852903806e+04 -6.850602242990539708e+02
-1.153438336217530605e+03 -1.726506325260099766e+04 -6.850859718712854374e+02
-1.155555108486479639e+03 -1.727256432474834583e+04 -6.857773811051898747e+02
-1.159230330121334418e+03 -1.726309370804027640e+04 -6.846912159265596074e+02
-1.166110170057560708e+03 -1.726558409774849497e+04 -6.859659179408595264e+02
-1.162767317689904985e+03 -1.726372129936398414e+04 -6.868274340567128320e+02
-1.180232007332224839e+03 -1.725938612324024507e+04 -6.868429489116153945e+02
-1.198140552809020392e+03 -1.724086479517974658e+04 -6.861688793653640914e+02
-1.194694245743164856e+03 -1.724207337686333631e+04 -6.861422286475333294e+02
-1.188653960094233526e+03 -1.723568140775823485e+04 -6.855911797769640543e+02
-1.190460248790973310e+03 -1.723158131306696305e+04 -6.831751855104405422e+02
-1.179154768334669143e+03 -1.724529287691737409e+04 -6.840473406243910404e+02
-1.180301630915936585e+03 -1.725413786570101365e+04 -6.850856355877524493e+02
-1.180555562238718721e+03 -1.725842809503289755e+04 -6.858710847071452008e+02
-1.154539271121506090e+03 -1.726799843976021293e+04 -6.880817455023595812e+02
-1.156231446393757096e+03 -1.727079499586981547e+04 -6.893789868824582072e+02
-1.173153371335588417e+03 -1.726135953980378690e+04 -6.882263231016256668e+02
-1.179170172445285971e+03 -1.726238785097284563e+04 -6.855665610457610910e+02
-1.179903689279747141e+03 -1.725406802504860025e+04 -6.876047745142629992e+02
-1.166699577381116114e+03 -1.725200226599616508e+04 -6.869713572723218249e+02
-1.160963146267932643e+03 -1.726275973564070591e+04 -6.862627246855482781e+02
-1.150271131383161901e+03 -1.726190170875592958e+04 -6.864388795159622987e+02
-1.145943950129933683e+03 -1.727966716295553852e+04 -6.891840717986231084e+02
-1.150480846290840191e+03 -1.727860078073762634e+04 -6.907382841033482919e+02
-1.165356751695549519e+03 -1.725681797281749459e+04 -6.871301614516439713e+02
-1.153985182905439160e+03 -1.726735980860619748e+04 -6.861441186186117420e+02
-1.157784232142596466e+03 -1.725568495222987622e+04 -6.877120712495410544e+02
-1.148985115730397638e+03 -1.726473798020628965e+04 -6.854965945119345179e+02
-1.159067394847213109e+03 -1.725131567311174513e+04 -6.843970312103649576e+02
-1.135798286202896861e+03 -1.726492558848279441e+04 -6.856037482281055873e+02
-1.154813574806864381e+03 -1.727464899640310978e+04 -6.857692741407247468e+02
-1.134730047920245852e+03 -1.727260590199696526e+04 -6.851202371303044174e+02
-1.136612321578391629e+03 -1.726345445065755848e+04 -6.856576565587624827e+02
-1.141530311849337068e+03 -1.726733716385359003e+04 -6.850755864332204510e+02
