log.prior	log.likelihood	log.likelihood.test.set
-1.136108498028970871e+03 -1.726382824193803026e+04 -6.831699536611987469e+02
-1.135115607843444423e+03 -1.726523262034632717e+04 -6.860409405951892268e+02
-1.148843720186434439e+03 -1.725374500307381822e+04 -6.856849337554045860e+02
-1.156243376781732877e+03 -1.725560515438021685e+04 -6.855964160599781962e+02
-1.152520524290589265e+03 -1.725357312762055517e+04 -6.841520175161858788e+02
-1.166788843852928949e+03 -1.724443538505909964e+04 -6.844404988067039994e+02
-1.157629989526383270e+03 -1.724351118758293887e+04 -6.829280096398457545e+02
-1.169456909613515336e+03 -1.724002574863515110e+04 -6.834824630085261106e+02
-1.157029548228892963e+03 -1.723912142580957516e+04 -6.835324507577888653e+02
-1.164983768427384575e+03 -1.723346023413399598e+04 -6.820348154372177305e+02
-1.162622748527849353e+03 -1.723809830179298297e+04 -6.834869923511582783e+02
-1.162677285229189920e+03 -1.725242949152703659e+04 -6.843396793047562596e+02
-1.158797940706388317e+03 -1.726086375048581249e+04 -6.856582864810369529e+02
-1.157953235734944428e+03 -1.726295918980854549e+04 -6.874158916199328360e+02
-1.162552442593373826e+03 -1.725599186624993672e+04 -6.868747514671465524e+02
-1.157266219406651771e+03 -1.725580553507496370e+04 -6.852936737360911366e+02
-1.156468806763221892e+03 -1.725380576850460056e+04 -6.856800103895151324e+02
-1.162914883530123916e+03 -1.724651212561299326e+04 -6.847379412371299168e+02
-1.157663384668668641e+03 -1.725033625411543107e+04 -6.851804833464782405e+02
-1.176480913927070560e+03 -1.723641989423951600e+04 -6.804594498026660858e+02
-1.165326708001942052e+03 -1.725052044098631086e+04 -6.827208542795258381e+02
-1.156944913219765112e+03 -1.724787098505090762e+04 -6.837534508108585669e+02
-1.147032799242959754e+03 -1.725670962681513629e+04 -6.840754431595955793e+02
-1.175245819390436964e+03 -1.723865239567771278e+04 -6.825830548099075941e+02
-1.153593621402207646e+03 -1.724529482755233767e+04 -6.834882247790069414e+02
-1.148121033174351396e+03 -1.724331821650163693e+04 -6.822712806721330026e+02
-1.159956780839577959e+03 -1.723411806330937907e+04 -6.821896870246431490e+02
-1.161363904102974857e+03 -1.723261822182422111e+04 -6.846458452725170218e+02
-1.150989357719973441e+03 -1.724002538253895182e+04 -6.847579965998427269e+02
-1.154695016653837229e+03 -1.724137297270672934e+04 -6.844799132683068592e+02
-1.139373674198185427e+03 -1.724523326509828257e+04 -6.827395587596361111e+02
-1.145410613906661411e+03 -1.725092258714079071e+04 -6.855875217631378291e+02
-1.143418254165086182e+03 -1.725737776000292797e+04 -6.860726966543679737e+02
-1.149725882513198485e+03 -1.725111435666031321e+04 -6.855108154389690753e+02
-1.153248420614638690e+03 -1.724132992686648140e+04 -6.836195129765395677e+02
-1.148490542134621137e+03 -1.724745607587329505e+04 -6.843895870527146599e+02
-1.175922902161358252e+03 -1.723359331585063774e+04 -6.833840605751754538e+02
-1.151734201595764489e+03 -1.725355917754420079e+04 -6.861328931358384580e+02
-1.137657917015817702e+03 -1.726428720683725260e+04 -6.880222155738051697e+02
-1.155992854016639512e+03 -1.725323029316779866e+04 -6.877823062389813913e+02
-1.156235149603766104e+03 -1.725220316246052244e+04 -6.860902860381852406e+02
-1.152572384010792803e+03 -1.725807152525151832e+04 -6.857585712020986648e+02
-1.148554785371768958e+03 -1.724283037841980331e+04 -6.855818295946767194e+02
-1.139735425182246445e+03 -1.724327271669582842e+04 -6.850087863193771227e+02
-1.143949768926451952e+03 -1.724242203480020180e+04 -6.876015122283409937e+02
-1.147663216184331532e+03 -1.723784401776445884e+04 -6.854032853783207884e+02
-1.134623415044541844e+03 -1.723693674976229158e+04 -6.853681823085451015e+02
-1.138034180264092356e+03 -1.723883847599240835e+04 -6.857217007374259765e+02
-1.135032142853188361e+03 -1.724651832943173576e+04 -6.865937809537655312e+02
-1.140151048362591155e+03 -1.725185154111288648e+04 -6.850536194058539650e+02
-1.129360881569120238e+03 -1.726405678726894621e+04 -6.858731054438321735e+02
-1.128523734930474120e+03 -1.726518190065861199e+04 -6.869340717476686677e+02
-1.141706998485662098e+03 -1.725218296844341239e+04 -6.836970823823168075e+02
-1.150410685172663761e+03 -1.724786097908493684e+04 -6.854101468466137703e+02
-1.161686076157690195e+03 -1.724436213127679366e+04 -6.851833498062718490e+02
-1.147334858414240671e+03 -1.724779208101419135e+04 -6.866393376356281806e+02
-1.139132233274081955e+03 -1.724851795389072868e+04 -6.866984829859031834e+02
-1.156338470808380180e+03 -1.723576159296519472e+04 -6.848091158835627539e+02
-1.156731447069145588e+03 -1.723073247888992773e+04 -6.850930690277239137e+02
-1.145344579825054325e+03 -1.724012619812621415e+04 -6.857215007019194672e+02
-1.123467822507741175e+03 -1.725743959691630880e+04 -6.871916824111812048e+02
-1.133128610505942788e+03 -1.724904325413727202e+04 -6.866020575015623990e+02
-1.127454985147680873e+03 -1.725196040598976106e+04 -6.859287728808661768e+02
-1.124386547961094266e+03 -1.725515430294390171e+04 -6.861444679038143022e+02
-1.136905811329610060e+03 -1.724329365211955519e+04 -6.854631289298530419e+02
-1.159469149585346258e+03 -1.723639675438719860e+04 -6.848604773376430330e+02
-1.155206497802985041e+03 -1.724180014927751108e+04 -6.859270299498114127e+02
-1.161922553392553255e+03 -1.723338846852788629e+04 -6.848644085511866706e+02
-1.173792334172443361e+03 -1.723558468153552167e+04 -6.836637640556381257e+02
-1.157451643824743542e+03 -1.724677780171366976e+04 -6.836535079695578361e+02
-1.151811784766335677e+03 -1.725444632177973108e+04 -6.827923814681638532e+02
-1.167966162906963291e+03 -1.725468271277406166e+04 -6.841991094096915731e+02
-1.177937444238066291e+03 -1.723927191035270880e+04 -6.827583416462089190e+02
-1.167050703577706372e+03 -1.724617648233196815e+04 -6.860138602927127067e+02
-1.157136009007366056e+03 -1.726109105698673739e+04 -6.855586481371806258e+02
-1.144279085405868727e+03 -1.728012995003321339e+04 -6.854929450848627539e+02
-1.142770775669089289e+03 -1.727421213082780014e+04 -6.848484553770101684e+02
-1.135332315094909291e+03 -1.728651449214864260e+04 -6.869055756657107850e+02
-1.124441821410835928e+03 -1.726850379352798700e+04 -6.855802960325015647e+02
-1.126184073667975326e+03 -1.726749808014670634e+04 -6.867110115099790164e+02
-1.131673635198963666e+03 -1.724580612045041198e+04 -6.855654229987331973e+02
-1.131990313699004446e+03 -1.725943076602134170e+04 -6.846871051324774271e+02
-1.138588878104171727e+03 -1.726310740795541278e+04 -6.860459027730421440e+02
-1.154032869651567580e+03 -1.726317359417841362e+04 -6.852464414677665445e+02
-1.150239062508836469e+03 -1.725743774627473249e+04 -6.823660857300724274e+02
-1.153948161041557569e+03 -1.725467884606711232e+04 -6.835549520371394010e+02
-1.158101185936199727e+03 -1.727186552508023306e+04 -6.842582027110145191e+02
-1.154924637450997352e+03 -1.726449298485304826e+04 -6.836544676513033210e+02
-1.150493754814304339e+03 -1.726616362238321744e+04 -6.841547847035295717e+02
-1.136992038735158985e+03 -1.726716539392214690e+04 -6.841590963976411786e+02
-1.120291912189872392e+03 -1.727713915664299202e+04 -6.851293381893312926e+02
-1.121742017468809081e+03 -1.727042532189228950e+04 -6.843203513735089700e+02
-1.121848719769660875e+03 -1.725690532148750935e+04 -6.845578269409722907e+02
-1.116176557622199880e+03 -1.725154211069934536e+04 -6.835851951708643810e+02
-1.116785653957521163e+03 -1.725169262870067178e+04 -6.812522397338218525e+02
-1.128353281605622442e+03 -1.724117770409224613e+04 -6.821614756355725149e+02
-1.123937654505165256e+03 -1.725483734234590884e+04 -6.853214701988288198e+02
-1.105039841970673706e+03 -1.726829382421276023e+04 -6.856680493006913366e+02
-1.125553144277526371e+03 -1.725629328236874426e+04 -6.837860207262669974e+02
-1.141317756152326865e+03 -1.725254952174122445e+04 -6.846546594449237091e+02
-1.153286334275390345e+03 -1.724308733044174733e+04 -6.829429555668095873e+02
-1.160276236992234772e+03 -1.724917441558716018e+04 -6.820952028121705553e+02
-1.146458621033189729e+03 -1.724326491303747389e+04 -6.818803243956051574e+02
-1.158156345378112974e+03 -1.724363663936581725e+04 -6.853431505858959554e+02
-1.150788300043713207e+03 -1.724292106601213163e+04 -6.850625520444140193e+02
-1.151290793031600288e+03 -1.724225169395177363e+04 -6.845394274971115465e+02
-1.160582603225048842e+03 -1.723415461512805632e+04 -6.842705996891418181e+02
-1.147125730802388944e+03 -1.723981878571876950e+04 -6.851455395180483947e+02
-1.148191895432971933e+03 -1.724041083584426451e+04 -6.855141189862995361e+02
-1.157933030598618188e+03 -1.723870903037213793e+04 -6.835366276199603135e+02
-1.141025115256295067e+03 -1.724958286601958389e+04 -6.833429441947492933e+02
-1.142877004520246828e+03 -1.724317104948199994e+04 -6.825517807356131925e+02
-1.138358854879620594e+03 -1.724163684003442904e+04 -6.824900160804492089e+02
-1.133207509362954852e+03 -1.724497717881259086e+04 -6.817134250389501631e+02
-1.138155450558239863e+03 -1.724160573526761073e+04 -6.823702386258059960e+02
-1.130614157006971709e+03 -1.725218116445223131e+04 -6.819609516115485803e+02
-1.130847191826354447e+03 -1.724731173203380240e+04 -6.826273350881407396e+02
-1.136518280551867974e+03 -1.723294042685743261e+04 -6.822282373369303059e+02
-1.132963310808564074e+03 -1.723199324833331775e+04 -6.818615344913114313e+02
-1.117094640284626394e+03 -1.722453819346884120e+04 -6.813017005521805913e+02
-1.114417863004017590e+03 -1.722251550866598700e+04 -6.808449874174737033e+02
-1.102533778008993295e+03 -1.722331143592737499e+04 -6.824967579079094548e+02
-1.092054904927029384e+03 -1.724220048153484458e+04 -6.839289203405169246e+02
-1.084106013420483805e+03 -1.725248351513762100e+04 -6.841593100626351998e+02
-1.096238477522661697e+03 -1.724507128473119155e+04 -6.832666383962721284e+02
-1.106146808789124634e+03 -1.723137021043894492e+04 -6.843894735267986107e+02
-1.105857467597562845e+03 -1.724168630969861988e+04 -6.845663534001029120e+02
-1.106273965623799995e+03 -1.723800195458961025e+04 -6.829351343908177796e+02
-1.103448827177440535e+03 -1.724114571712351244e+04 -6.830437284447591537e+02
-1.105888739458700456e+03 -1.723118301713803885e+04 -6.823719043125814778e+02
-1.093125588199340655e+03 -1.724485000515098363e+04 -6.821072294492015544e+02
-1.085932068325774253e+03 -1.724550325538649486e+04 -6.830225258192060664e+02
-1.093411057197482251e+03 -1.724414814523969471e+04 -6.840221868610458387e+02
-1.104167017525108577e+03 -1.723457854052576658e+04 -6.837612718215897303e+02
-1.099758499823003831e+03 -1.723748563115553770e+04 -6.844463831899809065e+02
-1.100230608152970717e+03 -1.723298304623168951e+04 -6.828684109488023068e+02
-1.077151508825203564e+03 -1.725161818232541555e+04 -6.849282723571054703e+02
-1.079889334064813738e+03 -1.724847582121033702e+04 -6.846914744161387034e+02
-1.081465055810015201e+03 -1.725398410670852172e+04 -6.844393084052279619e+02
-1.085060487904581123e+03 -1.726281340035014364e+04 -6.856944722741985743e+02
-1.088692815491161127e+03 -1.724702908978272171e+04 -6.846798931954410818e+02
-1.084582656308723699e+03 -1.725934062195226215e+04 -6.870149391117774940e+02
-1.088192405794764682e+03 -1.725844586252402587e+04 -6.867637618614171515e+02
-1.093707622893707821e+03 -1.724851817110880802e+04 -6.844705011956580165e+02
-1.084201575875563776e+03 -1.724465191531118398e+04 -6.836934250164393916e+02
-1.084672344293293463e+03 -1.725115591412433059e+04 -6.851028066151092162e+02
-1.092857135712145009e+03 -1.725191023649106501e+04 -6.850546594959661206e+02
-1.101076526695349003e+03 -1.725663989682001920e+04 -6.867091793049650050e+02
-1.091960463680113662e+03 -1.726288295368540275e+04 -6.858516337448656941e+02
-1.096307843607358564e+03 -1.725617779144766610e+04 -6.857166158234319937e+02
-1.108263327251749843e+03 -1.726162453165854458e+04 -6.866961157521157020e+02
-1.103789859500831199e+03 -1.727213003387399294e+04 -6.866259037312584042e+02
-1.117506283305291618e+03 -1.725472190666004462e+04 -6.872513815003997024e+02
-1.118450016133179588e+03 -1.726689510342005087e+04 -6.862194104240621755e+02
-1.125658993556239693e+03 -1.726039514342968687e+04 -6.852913587608138641e+02
-1.144970997349541676e+03 -1.725540249744432003e+04 -6.853542805903667841e+02
-1.145007712125775697e+03 -1.726217720922971421e+04 -6.852789434149608496e+02
-1.141092763014026332e+03 -1.726336257932679655e+04 -6.845705815308530191e+02
-1.150071290969408892e+03 -1.725492787363951356e+04 -6.851962939461940323e+02
-1.141351942761151349e+03 -1.726760940456901517e+04 -6.872320539938090178e+02
-1.146564474275142402e+03 -1.727003428588572933e+04 -6.884311485695664032e+02
-1.157659063326711930e+03 -1.726053281459569189e+04 -6.863930722033760503e+02
-1.160084822121017169e+03 -1.726187060048046624e+04 -6.871307772798296583e+02
-1.137184880140053338e+03 -1.727804751376741842e+04 -6.882537274717828950e+02
-1.120504050326210063e+03 -1.729242855836513263e+04 -6.891311093561523649e+02
-1.116233847797355793e+03 -1.728637602959462674e+04 -6.890150153276576930e+02
-1.121499621304123366e+03 -1.727341541104653516e+04 -6.875791922649705157e+02
-1.113007907310220162e+03 -1.727621101516197086e+04 -6.869941652754174584e+02
-1.112373971820908082e+03 -1.727527824671761846e+04 -6.881264105936446640e+02
-1.134640533507321379e+03 -1.727017510463187136e+04 -6.870427707761487000e+02
-1.132196029108561561e+03 -1.728508843886924296e+04 -6.866462915446342095e+02
-1.132543365384387243e+03 -1.727022572205143297e+04 -6.867280017796608718e+02
-1.137904228694631911e+03 -1.726069787119428656e+04 -6.856742614244226388e+02
-1.137457711221535192e+03 -1.725942154779175689e+04 -6.847964431449879612e+02
-1.136307264671034090e+03 -1.725769981040766652e+04 -6.851935643752856322e+02
-1.142545861010381941e+03 -1.726030373745812540e+04 -6.861208965372716193e+02
-1.172875575789033292e+03 -1.724256320622749263e+04 -6.844683970478665742e+02
-1.154989431058780610e+03 -1.726330206789963995e+04 -6.868754818123393306e+02
-1.158473149041161605e+03 -1.725892930711512599e+04 -6.874188894594083195e+02
-1.149844894347275840e+03 -1.725424338549426102e+04 -6.866009398393014180e+02
-1.147062982747568640e+03 -1.725013077704820535e+04 -6.854688507770960086e+02
-1.143191097495372787e+03 -1.725597063536768837e+04 -6.856590097100488492e+02
-1.164507671703743654e+03 -1.725151584794670271e+04 -6.841526869902882027e+02
-1.167058660771322593e+03 -1.724818115467267489e+04 -6.838745911457980355e+02
-1.157309300065952129e+03 -1.725575530824764064e+04 -6.853197225725386943e+02
-1.171450968648423213e+03 -1.724170718784275596e+04 -6.834526357412041762e+02
-1.178692004470974325e+03 -1.724429539645982368e+04 -6.831396988376960735e+02
-1.192013522054001442e+03 -1.724145282407317791e+04 -6.813190849818538481e+02
-1.206445827164909360e+03 -1.722845175365577597e+04 -6.809336411026258702e+02
-1.181006684078341777e+03 -1.724748025841956769e+04 -6.821670870391405970e+02
-1.178431326115124648e+03 -1.724987756007347707e+04 -6.827936276652562810e+02
-1.163848964041144654e+03 -1.724430068747131372e+04 -6.814374886546178232e+02
-1.151967138758589499e+03 -1.726347912068138976e+04 -6.826714529132865437e+02
-1.159051057504378832e+03 -1.726344810920842792e+04 -6.826193345111710187e+02
-1.165754657419826799e+03 -1.725009609092567916e+04 -6.822128152701545787e+02
-1.160259229158609060e+03 -1.724935294994285505e+04 -6.821817655444466482e+02
-1.132122500804788615e+03 -1.726319617365096929e+04 -6.822949418959012746e+02
-1.142823985111063394e+03 -1.724028806355302368e+04 -6.808129194000854341e+02
-1.147359226512194937e+03 -1.723583784875238052e+04 -6.817722267673412944e+02
-1.131678107305036747e+03 -1.724696106496534048e+04 -6.814610754736024774e+02
-1.130913003393331337e+03 -1.725118749237528391e+04 -6.804106227681220389e+02
-1.132503187784846205e+03 -1.725093938909852295e+04 -6.813340094274735748e+02
-1.128493336134779156e+03 -1.726086004402618710e+04 -6.818193133032650621e+02
-1.128297246214591041e+03 -1.725788513155781402e+04 -6.816618918283530775e+02
-1.135718927376656893e+03 -1.726276579746523203e+04 -6.839628054164321611e+02
-1.132788591181754327e+03 -1.726587850595081545e+04 -6.829857446415846880e+02
-1.139028594216972351e+03 -1.726167884798534942e+04 -6.839632563160273548e+02
-1.170867499837648893e+03 -1.724927762269992672e+04 -6.840317835010026783e+02
-1.176474993004134831e+03 -1.724936003384060677e+04 -6.860428279209463653e+02
-1.182855695518015409e+03 -1.724558125914629272e+04 -6.865021628902318298e+02
-1.181822521139562696e+03 -1.724416421623573842e+04 -6.854863878985611336e+02
-1.174993635872125196e+03 -1.724528029923665599e+04 -6.840327383485865766e+02
-1.175841808504737628e+03 -1.724416451349947238e+04 -6.830701613077760612e+02
-1.186685575050943044e+03 -1.724241537138556305e+04 -6.845193063269516642e+02
-1.193459225605099164e+03 -1.722762933387417434e+04 -6.835854013489322369e+02
-1.201039981641706390e+03 -1.722438916597344360e+04 -6.853146017001388373e+02
-1.192454555131074130e+03 -1.723232046585036005e+04 -6.856530656092787694e+02
-1.200010254063485718e+03 -1.723435528564109700e+04 -6.865085547027701978e+02
-1.205761765904092954e+03 -1.724022666432193000e+04 -6.867503497085198205e+02
-1.215795775035688848e+03 -1.723454847884580886e+04 -6.864907767911536212e+02
-1.229694455631217124e+03 -1.722845473784120622e+04 -6.842819049072613780e+02
-1.225903288527112863e+03 -1.722993815842496770e+04 -6.841535420293339484e+02
-1.223067662848035297e+03 -1.722581772758891020e+04 -6.836659865505032485e+02
-1.217055692858298926e+03 -1.721917492330209279e+04 -6.846315848088744360e+02
-1.230974709079154991e+03 -1.720692573480322244e+04 -6.834127106988498781e+02
-1.231648914627963677e+03 -1.720749820104197715e+04 -6.828353763624362500e+02
-1.215304843567009129e+03 -1.721268335378276970e+04 -6.824782466379551806e+02
-1.210833642058847545e+03 -1.721697079182444577e+04 -6.824656442418014421e+02
-1.212555958573686667e+03 -1.722044893631252853e+04 -6.839702887214116345e+02
-1.199177223810229862e+03 -1.723231792256157496e+04 -6.847145360887930110e+02
-1.207912587832609006e+03 -1.723652950829896872e+04 -6.846901901179309107e+02
-1.204770924169197997e+03 -1.724235794358835119e+04 -6.844954626823242734e+02
-1.201621024901762667e+03 -1.723650461497253127e+04 -6.829575260316868253e+02
-1.202668004704958321e+03 -1.723946566752618673e+04 -6.829717949193973254e+02
-1.190448277883907849e+03 -1.723865215537196127e+04 -6.820707669105789819e+02
-1.193600319768514055e+03 -1.722120369076017232e+04 -6.823231730334558733e+02
-1.192311593909467319e+03 -1.723072925497587858e+04 -6.826878403542310707e+02
-1.202454237088449418e+03 -1.722051985823173527e+04 -6.831720010542599084e+02
-1.182214122709786579e+03 -1.723201248686959298e+04 -6.833039856538161985e+02
-1.174477301719078469e+03 -1.722946008726777291e+04 -6.832062869969802250e+02
-1.186946338977554660e+03 -1.722523507582945604e+04 -6.838014113234032720e+02
-1.166314260078333746e+03 -1.723962928726168320e+04 -6.854285720909476822e+02
-1.166960132548775391e+03 -1.723022993530616804e+04 -6.864520622893738846e+02
-1.170162281157041434e+03 -1.723165978280268610e+04 -6.864351707862614376e+02
-1.179451010086645965e+03 -1.724114187956105889e+04 -6.844902248175969817e+02
-1.170277050419330180e+03 -1.722230926401013494e+04 -6.850315321845123435e+02
-1.167477790034907002e+03 -1.722086450089791833e+04 -6.850957776960970023e+02
-1.152968513995342391e+03 -1.724122880016831550e+04 -6.871357556960258535e+02
-1.144519232580709058e+03 -1.725533111003705199e+04 -6.870112856440653104e+02
-1.150566472667203698e+03 -1.725653396372117277e+04 -6.842624491469692884e+02
-1.150649528465313324e+03 -1.724913316456202665e+04 -6.836536834112129100e+02
-1.135794508960280382e+03 -1.725121706710009312e+04 -6.834718435584867393e+02
-1.136505207724700313e+03 -1.725651790462706413e+04 -6.838055042004357347e+02
-1.147308830065894654e+03 -1.723929877876033788e+04 -6.828849389102475698e+02
-1.149292207718617192e+03 -1.724039137505588587e+04 -6.842231271805738970e+02
-1.140856605782581482e+03 -1.724651606822313261e+04 -6.838014210130172614e+02
-1.148941882735868603e+03 -1.723725926498801709e+04 -6.836582120877887974e+02
-1.143377723882897271e+03 -1.724445506993186427e+04 -6.847624792309901522e+02
-1.130421693684706497e+03 -1.723916133703132436e+04 -6.841225259354994250e+02
-1.140866654489781240e+03 -1.723408632345567457e+04 -6.846423317666241246e+02
-1.127271951579627739e+03 -1.724345436383548076e+04 -6.841807289606363156e+02
-1.156527947482547006e+03 -1.723728994908984532e+04 -6.844351542438091656e+02
-1.147478405550461730e+03 -1.723666376059834147e+04 -6.840023666947888614e+02
-1.158009191511143626e+03 -1.723915439171825710e+04 -6.846113887600308772e+02
-1.157405169684070643e+03 -1.723372718399405858e+04 -6.846486898385062432e+02
-1.162551519746593158e+03 -1.722960241728029723e+04 -6.858628745327298475e+02
-1.158509895866443003e+03 -1.723160405517735126e+04 -6.863093192360362309e+02
-1.154836500569060263e+03 -1.723699008187961954e+04 -6.880538872021659245e+02
-1.176760103403629955e+03 -1.723344839977229276e+04 -6.891823027012006833e+02
-1.184152769941183806e+03 -1.724568131082146647e+04 -6.908568488292435177e+02
-1.198843741249360846e+03 -1.724259037452730263e+04 -6.896690627273579821e+02
-1.205877843926659125e+03 -1.723307680457463721e+04 -6.871582853511208668e+02
-1.210323350250097747e+03 -1.723796405027509900e+04 -6.867623520025451853e+02
-1.202705844289275774e+03 -1.723696773872968333e+04 -6.869879545281025912e+02
-1.202456728215737030e+03 -1.723169294860607624e+04 -6.852947495217425740e+02
-1.179342177020373811e+03 -1.724352462859109801e+04 -6.856193808433939694e+02
-1.177733400725557203e+03 -1.723930838302995471e+04 -6.865399284755625331e+02
-1.162391516614629836e+03 -1.724210509556733814e+04 -6.849041988644961521e+02
-1.162072705802456312e+03 -1.723757222012149941e+04 -6.844132721164741042e+02
-1.164453967976711510e+03 -1.723868403318236233e+04 -6.857306046041812806e+02
-1.156380364105618810e+03 -1.724101625366493317e+04 -6.841120313057843987e+02
-1.144330481291417072e+03 -1.725715279125605593e+04 -6.860515191310687442e+02
-1.158495623798056158e+03 -1.725582534839700384e+04 -6.883386211639813155e+02
-1.152387750173917539e+03 -1.727249277495553906e+04 -6.886449703671595444e+02
-1.171660936686295372e+03 -1.725921076572204765e+04 -6.881359351106432314e+02
-1.178536420670321149e+03 -1.725866323973728504e+04 -6.861013223291664644e+02
-1.187096634948574774e+03 -1.724099664633138673e+04 -6.847811892885224552e+02
-1.177642190722880969e+03 -1.724814119411676074e+04 -6.849236822790245469e+02
-1.177226224312253635e+03 -1.724193243986246671e+04 -6.843917875279464624e+02
-1.174121912541582333e+03 -1.724410655141980169e+04 -6.849062803984148786e+02
-1.169873872352549370e+03 -1.723672828401512379e+04 -6.839076215892351911e+02
-1.183892001157780896e+03 -1.723547129489793952e+04 -6.842918591528849674e+02
-1.187251152503012008e+03 -1.723809481236928696e+04 -6.842706121348658144e+02
-1.188535236421136460e+03 -1.723389003691107064e+04 -6.847507982803022060e+02
-1.183061003254575553e+03 -1.722888925663947521e+04 -6.826286223570554057e+02
-1.185661324170835314e+03 -1.722187839526165772e+04 -6.836744253735599841e+02
-1.183140934540889930e+03 -1.722583126495714896e+04 -6.837639467813069132e+02
-1.175817732387293290e+03 -1.723585663573234342e+04 -6.849026098310444013e+02
-1.186920477593607075e+03 -1.724389127802404255e+04 -6.851044105780390510e+02
-1.197297162931003413e+03 -1.723630958219701643e+04 -6.844198660696215484e+02
-1.214440535097266547e+03 -1.724939524589247594e+04 -6.854868510484770923e+02
-1.208778052793658389e+03 -1.724285662688775483e+04 -6.835807555329228080e+02
-1.209534586184200862e+03 -1.723387738667179656e+04 -6.837132155604226682e+02
-1.197646569300946112e+03 -1.725191465785722903e+04 -6.844231451009828788e+02
-1.209206586387682364e+03 -1.724135042757235715e+04 -6.840389502597984119e+02
-1.213681386070252302e+03 -1.723986035235692179e+04 -6.823581154634704262e+02
-1.217142814144923477e+03 -1.723756108237483204e+04 -6.829420389011556836e+02
-1.198745223527079588e+03 -1.724477322359891332e+04 -6.857857374418285872e+02
-1.196658961970164682e+03 -1.723963917067971852e+04 -6.833528174761642049e+02
-1.192552274156549402e+03 -1.724236768128428230e+04 -6.835844328086052428e+02
-1.183422174953377407e+03 -1.724317121743421012e+04 -6.828119824047480506e+02
-1.198314935683120666e+03 -1.722872990513980403e+04 -6.813618083986137890e+02
-1.200400547897061642e+03 -1.722739664876625466e+04 -6.816685887135955682e+02
-1.199372032778439689e+03 -1.722755024709711870e+04 -6.819455747908340300e+02
-1.203624863936265456e+03 -1.724069841598411585e+04 -6.830804228622790788e+02
-1.180999446375743219e+03 -1.724896149346461971e+04 -6.855372434954351775e+02
-1.172749923238416841e+03 -1.724864082525984850e+04 -6.841919527308288025e+02
-1.167622567040872354e+03 -1.724732439715522560e+04 -6.851942666716033727e+02
-1.172860095202564935e+03 -1.724618881383365806e+04 -6.850480789457300261e+02
-1.165546654966292863e+03 -1.724672551096634561e+04 -6.861677215912328620e+02
-1.163407540844525556e+03 -1.724131687523177607e+04 -6.835858232262760339e+02
-1.154420002636460595e+03 -1.724050586338013090e+04 -6.853975619262874943e+02
-1.156458175448421798e+03 -1.724702589531425838e+04 -6.863844511034302514e+02
-1.162212098993668860e+03 -1.725171111600387303e+04 -6.863019988675122249e+02
-1.156875154609149376e+03 -1.725599414478554900e+04 -6.862948347126161934e+02
-1.162609713056305964e+03 -1.725978585608364301e+04 -6.864682047240904694e+02
-1.174808780667290193e+03 -1.726145259113892098e+04 -6.874376976965261292e+02
-1.181208053650318789e+03 -1.725897661800007700e+04 -6.870094525522852109e+02
-1.193555919213551306e+03 -1.724298038294493745e+04 -6.854936975568531352e+02
-1.186636149007284985e+03 -1.724559270414640559e+04 -6.842978055857601021e+02
-1.172574196419505142e+03 -1.724771435963111799e+04 -6.846058536221826216e+02
-1.172235547266575395e+03 -1.725982884718531204e+04 -6.848090939340269188e+02
-1.170605453117604611e+03 -1.724529152960025385e+04 -6.843429074806307426e+02
-1.171973391992619327e+03 -1.725585465634578213e+04 -6.857103071119591959e+02
-1.177613473234516732e+03 -1.725771157116884206e+04 -6.848590721652276443e+02
-1.180603979533683514e+03 -1.725829654069838944e+04 -6.854646340503165902e+02
-1.179372544375439475e+03 -1.725689246225302122e+04 -6.869606374272676703e+02
-1.174352050187068926e+03 -1.726093567082776644e+04 -6.864327393879704005e+02
-1.176234513734858865e+03 -1.725605291122207927e+04 -6.862874129802221432e+02
-1.191195777359443355e+03 -1.725733316708770144e+04 -6.863498566626441288e+02
-1.192402047890175027e+03 -1.725234769344265806e+04 -6.864686101672109544e+02
-1.212413839483115453e+03 -1.725351042703106577e+04 -6.861300327116059634e+02
-1.203646334758344210e+03 -1.725220565684770190e+04 -6.866656386759505040e+02
-1.194036776086652935e+03 -1.726112237037699742e+04 -6.859967525446070340e+02
-1.188137103703825687e+03 -1.726335765339389764e+04 -6.856084552133137322e+02
-1.184099347948067134e+03 -1.725657000295253602e+04 -6.845692427333565320e+02
-1.182827831177444750e+03 -1.724738309934826248e+04 -6.845458316291255869e+02
-1.174480949269502162e+03 -1.725682003944131066e+04 -6.839334326098780821e+02
-1.180831532047158134e+03 -1.725773616853999920e+04 -6.844957590167543913e+02
-1.183917917075649257e+03 -1.726171063504372432e+04 -6.870415577371245490e+02
-1.182721398625378242e+03 -1.725635697304534187e+04 -6.850345539304182694e+02
-1.195709958777476686e+03 -1.725097677520421348e+04 -6.845892528935281689e+02
-1.201473760238839759e+03 -1.725535730217060700e+04 -6.837409651847181067e+02
-1.194302901345297641e+03 -1.726586772767985167e+04 -6.849964128823753526e+02
-1.197847839693373317e+03 -1.725702318474086132e+04 -6.836876454574353374e+02
-1.201098000206840197e+03 -1.724884105920512957e+04 -6.833692352090945406e+02
-1.187265768969630699e+03 -1.725138873458288435e+04 -6.845279521966674565e+02
-1.197697308689761257e+03 -1.723338929761336476e+04 -6.835595720282937009e+02
