time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	
8.119992698392259456e+01 9.391376944358124490e+01 8.155921561397413200e+01 1.131781901981637191e+02 1.099680094391957113e+02
9.700162170646765958e+01 8.810224764477089821e+01 1.002385126193308054e+02 1.109610094353495526e+02 9.674330992753193925e+01
8.451649967501455762e+01 1.080787345934600836e+02 9.933480662037041498e+01 1.054688740344987963e+02 1.160292756864707684e+02
9.205501017483818771e+01 9.749127307911663820e+01 1.019280190581878145e+02 1.018704350380020145e+02 1.111798744972763018e+02
9.162461185419874710e+01 1.208868554086805034e+02 1.053281804570876545e+02 1.030406391832488993e+02 1.074250152529559301e+02
9.008034938406032666e+01 1.041760274790197514e+02 9.933363472122603355e+01 1.033043718406351559e+02 1.124006996402290355e+02
8.436987034818154996e+01 9.376271835830442569e+01 8.712251611607256052e+01 1.011262752305600969e+02 9.797251428197463952e+01
9.386518258506194456e+01 9.099481265798587515e+01 8.543837344095197750e+01 1.032295958565023142e+02 1.136652399001905422e+02
8.955842423494584637e+01 9.412006020038654697e+01 6.838884908417787756e+01 1.085865661267090871e+02 1.291122920398196356e+02
8.706860638989194001e+01 9.264182141515479429e+01 7.663904958023107383e+01 1.088676401657451152e+02 1.296740766955143158e+02
8.331038736975897052e+01 1.110898331909365027e+02 7.830475378291450284e+01 1.081017599362239423e+02 8.457207334622921735e+01
8.247823008221295993e+01 1.001187196495804841e+02 8.861487545898916096e+01 1.180484889557788222e+02 1.232974353939722221e+02
8.594305775443451978e+01 9.689571560323756216e+01 9.397127177351813998e+01 1.072534329699350621e+02 1.136122538810160023e+02
9.176754676089245777e+01 9.588285151397990091e+01 8.812784888899895464e+01 1.008031264349731515e+02 9.671414169278446593e+01
8.781308802928177215e+01 9.738363140907054571e+01 8.538689619782729778e+01 8.785474832047430027e+01 1.061916593363192050e+02
7.028331318625880897e+01 1.152102799217052507e+02 8.495294028838854672e+01 1.131075665045035521e+02 9.462417386602075453e+01
7.063245832928937773e+01 9.379611940828671379e+01 9.569284075305182569e+01 1.054735307958811461e+02 1.196602761537424016e+02
1.258805488793678080e+02 9.752623095235155404e+01 9.726847627987146438e+01 9.810123819387847277e+01 8.946141428522834360e+01
9.105481386370902896e+01 9.779624508428638308e+01 9.067502136470437790e+01 1.045816264095570176e+02 9.825189265920172943e+01
9.308906588396467896e+01 9.317030909881412981e+01 1.009200560962688371e+02 1.092954966096618250e+02 1.056440528644270813e+02
8.670262517848655648e+01 9.041797180656816124e+01 9.087819510365808640e+01 1.201528402750586082e+02 1.047786434053479780e+02
8.426475482988612953e+01 1.025046319803858239e+02 8.909410056342112227e+01 9.422656665806616161e+01 9.632517697572849613e+01
7.916216326588259733e+01 1.034387065873837344e+02 1.008331791044317924e+02 8.999346191539508766e+01 9.874263095134179480e+01
7.577605154350037253e+01 9.388871082726672057e+01 1.029128026594755170e+02 9.007566444765488711e+01 1.000715291668339972e+02
9.830471026545346547e+01 8.209305940030490945e+01 8.260099728655764295e+01 1.043807976368505592e+02 1.037252465317391739e+02
8.430961059187889362e+01 1.242532418797029123e+02 1.132709274448561700e+02 1.054027437704005479e+02 1.015281978389174498e+02
9.371692047081538135e+01 9.506292296544091869e+01 8.576663511387877747e+01 1.052839172667983831e+02 9.355765003463359619e+01
8.589980980894922880e+01 7.973353721864036459e+01 9.801701454084150100e+01 1.009552064510928489e+02 9.214730335084621515e+01
9.160048094927716988e+01 7.774145473169059528e+01 9.011425886929214357e+01 1.015583399532868754e+02 1.116989137571995059e+02
9.406874976354760065e+01 7.613936984898046489e+01 9.456210608672861895e+01 1.009475698585538481e+02 9.992060919057445290e+01
9.466127018435730633e+01 8.091565125319382901e+01 7.727046502022325569e+01 1.024150328260810312e+02 9.976213622190951469e+01
9.080729134961215721e+01 1.095086134886149409e+02 1.031571914491090922e+02 9.412027196564181963e+01 9.672435698763381140e+01
7.734478517416295063e+01 1.100559276992828188e+02 1.040044280526341822e+02 1.030590920785497389e+02 1.107658382998518931e+02
8.411294906311198361e+01 9.935739696541355670e+01 9.347417925473510536e+01 9.402344042192910933e+01 1.096418568600945065e+02
8.726427640703947475e+01 9.842266424059357632e+01 8.572683262605346499e+01 1.116217905900099936e+02 1.187983986042937516e+02
9.635990305403295508e+01 8.688225387656967769e+01 9.214019038538008033e+01 9.909995015496859594e+01 8.404791092776527250e+01
8.065129544518079285e+01 9.389015733248317019e+01 9.433270472996014178e+01 1.004202962468103948e+02 1.181629861350716340e+02
8.973533968592430199e+01 9.367820793526783518e+01 9.515258651381023469e+01 9.641967463949308126e+01 1.236858494055226885e+02
8.328270703509740258e+01 9.425473615310346531e+01 8.693263681273708698e+01 9.115399027254066766e+01 1.191831328465406159e+02
8.946377108084135443e+01 7.504231411491461756e+01 8.595064882111719839e+01 8.550497473169325247e+01 1.005268967555701636e+02
9.948525535518396623e+01 1.123970309153770586e+02 8.748443283071777898e+01 9.177234452937581466e+01 1.163478459838491688e+02
7.297571604374812182e+01 1.213344198756338130e+02 8.244381013282421122e+01 9.784807045812760862e+01 9.130849024478712295e+01
9.970003447370726235e+01 7.555878714274396657e+01 9.593991305974073214e+01 9.946509488545532918e+01 9.687221834737037796e+01
1.006022234823085881e+02 7.915396980327189169e+01 8.790356556171016678e+01 9.190769801636440661e+01 9.363649343289398530e+01
9.231589419461508328e+01 9.867579887389348414e+01 8.940464059195845437e+01 1.121517437935222716e+02 1.062741354477043814e+02
9.842061146977816577e+01 9.318916670874097008e+01 7.829373259352546199e+01 9.744439781310124715e+01 9.302896921809163189e+01
9.408645048083991469e+01 8.592676406011062795e+01 7.376783397213705484e+01 1.028207348679583220e+02 1.041575273449143424e+02
7.365973291867447870e+01 8.510320404382866855e+01 7.472492387229746669e+01 9.631069657307432408e+01 1.026476226528107532e+02
7.335798294036696632e+01 1.054726985765495328e+02 8.572632900438792092e+01 1.109510982658352845e+02 1.105724116586764865e+02
9.132829928695414878e+01 8.831427278354496480e+01 9.281196208753911492e+01 1.027848804801636931e+02 1.117965251728941780e+02
9.188832648197362118e+01 9.774273602647704706e+01 7.743935836271666062e+01 1.046334549698504901e+02 9.987348487335432878e+01
9.331338100415328540e+01 9.873750834968167567e+01 1.031830285178741633e+02 1.061447434149435480e+02 1.171571132672852826e+02
9.910828106238373891e+01 9.875617569718087907e+01 1.004687203662688120e+02 1.024834881626260454e+02 1.020320516486855240e+02
1.007002249686890423e+02 1.016619628316467754e+02 9.659706442611405919e+01 1.139200379632808193e+02 8.692378998604858964e+01
9.111461481930624018e+01 9.899612903706517386e+01 8.493535283203445374e+01 1.045531804242843350e+02 9.540716593507160326e+01
8.595548694661641775e+01 1.029971539577804833e+02 8.788331782793338220e+01 9.663029118017932717e+01 9.291115663713429740e+01
1.043892582190100313e+02 1.045863785703067776e+02 9.629380036105075646e+01 1.124245559030422186e+02 1.060631577033944097e+02
1.041171544971603851e+02 1.041294463912198580e+02 8.935784131874879677e+01 1.125724952170409381e+02 1.008174840678815087e+02
7.404048712787081854e+01 8.395297404591246959e+01 9.200596881179434661e+01 9.091073936810467160e+01 9.760134723172868121e+01
8.323979395134790593e+01 8.540207988918827198e+01 8.563265871836522081e+01 1.155704179875660600e+02 9.544220483609538519e+01
6.903053842423578601e+01 1.097841437341689641e+02 8.605550223932439735e+01 8.757692399842134989e+01 1.042259143889065740e+02
7.038971971462524380e+01 1.059845771501084641e+02 8.500492310750706793e+01 1.140259353445247825e+02 1.147195284460738947e+02
6.652744528542947933e+01 1.141924358361224137e+02 8.812398543441580046e+01 1.243267706622794435e+02 9.799777664707997360e+01
8.393044455063046883e+01 1.105781213204387541e+02 9.720970086772183549e+01 1.262117698387746145e+02 9.219331619801968714e+01
9.309502711432114097e+01 1.079630598459030750e+02 9.340152439099361459e+01 1.172416790832808715e+02 9.187582501148207825e+01
8.202951226572659493e+01 9.664015530355359829e+01 7.243043903304180731e+01 1.070315784671832517e+02 9.195337551836774992e+01
8.731372520392990566e+01 1.017526672399728085e+02 7.148849345618664586e+01 1.153031921065771428e+02 1.206284029235227422e+02
8.570012738939784924e+01 9.192102973533002341e+01 8.957859470049369577e+01 1.102471353795519349e+02 1.159073502343034789e+02
8.240902988990399081e+01 9.703719928139612705e+01 8.356122262193400729e+01 9.993889102412813941e+01 9.922603210403660512e+01
8.767315895986206442e+01 1.127466583025095304e+02 9.934581069420777055e+01 9.877210205844536972e+01 1.040167123236986697e+02
9.140556726299863044e+01 8.932543588147751734e+01 9.900018292964519162e+01 9.785223853043041231e+01 1.046245947078148504e+02
9.913791400720077718e+01 9.833447143019515124e+01 9.854641082081491277e+01 9.784817635302131578e+01 9.344250030822942676e+01
1.033603174986220381e+02 1.016006079464368668e+02 9.457212908847431265e+01 1.099880024001598855e+02 9.615624780265096661e+01
9.993037013112098066e+01 1.011301933779844120e+02 8.629445142196854590e+01 9.482108429732312516e+01 1.041238453450026213e+02
9.891638595623324193e+01 1.106519325283239397e+02 8.985395686119450431e+01 1.139016454346142666e+02 1.072860932380732635e+02
1.006352369374230022e+02 1.058721019029399457e+02 9.902119594389696999e+01 8.544818787573413488e+01 1.232366189014573195e+02
8.548340863621162100e+01 1.084772768470697883e+02 1.003847456252467225e+02 1.097495634274494023e+02 1.049301488975904562e+02
9.192445114133819573e+01 1.154181128380885042e+02 1.114281991255977147e+02 9.392348916056216979e+01 1.144897568609685266e+02
9.788766820348654107e+01 1.176574912392425176e+02 9.157184029355839527e+01 9.034582450876023074e+01 7.774687672354501444e+01
9.756173469624991412e+01 1.070597804157279143e+02 8.216433366884882616e+01 1.058046428006005470e+02 7.890067904103680974e+01
8.783824883645309001e+01 9.704960173592806427e+01 9.101600930855153138e+01 1.061701342422492189e+02 8.177332764939684751e+01
7.833303880730792912e+01 1.012430618200536259e+02 9.673502358185623962e+01 1.206346083035152503e+02 1.148556383543803605e+02
7.844483503636735122e+01 9.433346983822363541e+01 8.795382425020970629e+01 1.368552122538886238e+02 9.679960327632873884e+01
6.793130440585362351e+01 8.923985167842300825e+01 8.520955560518675043e+01 1.080885913212233049e+02 1.002701213595613012e+02
6.240874524257845479e+01 8.329238580348187782e+01 8.152341170148656602e+01 9.829951180549127798e+01 1.222682250220534286e+02
6.813625256214649539e+01 9.759024674702024527e+01 1.016097167383403388e+02 1.167114660661227106e+02 1.280497527196008605e+02
8.516839293064386140e+01 1.017783085992350465e+02 8.590179637856660122e+01 1.012935744495685952e+02 9.790132879984190595e+01
9.215264451624673825e+01 1.001440707002200270e+02 9.060324013203725713e+01 1.044483929824419164e+02 1.123867472553118887e+02
8.016591379520257021e+01 9.964053790782081421e+01 8.909658592305220282e+01 9.251602640647634246e+01 1.088104109929312671e+02
7.719388156541803880e+01 9.351189405408688060e+01 9.140609760543566154e+01 1.147527620366856382e+02 1.057207828747233691e+02
8.144061174017795679e+01 9.370657823551100307e+01 8.968084322175189982e+01 1.079089002866343208e+02 1.046707189304429875e+02
8.337605144770562049e+01 1.019739633074273826e+02 8.336618091499863681e+01 1.031785671414757530e+02 1.148415448772515646e+02
8.098313776385005269e+01 9.686151160900638502e+01 8.641191645327633353e+01 8.792046648468098624e+01 1.143442466381941500e+02
7.788470337376708130e+01 9.537956686109319548e+01 1.043902897161088674e+02 9.924871490866721047e+01 9.811564982828572568e+01
8.286926950761841226e+01 9.534641014494570754e+01 6.628645084686269229e+01 1.089166355157843498e+02 1.082213429873032737e+02
6.866199853816362975e+01 9.023216469056740152e+01 8.345885293117004267e+01 1.251241180819545633e+02 1.147717103094959299e+02
1.072697966888816268e+02 9.793186538695323407e+01 9.111117378299341851e+01 1.239782251552470598e+02 1.161031076504498714e+02
9.767627135671762062e+01 1.069742286902015849e+02 8.864806638785906046e+01 1.268650799305787871e+02 9.147549653747387310e+01
9.401212882685794625e+01 1.024437745037594283e+02 9.144093470156363423e+01 1.160211701870347554e+02 1.019303480770096400e+02
9.751096678598946710e+01 8.181307892582179875e+01 8.285588573683133973e+01 1.239758656927100020e+02 1.012673935497087854e+02
1.135420569308873269e+02 8.327452979908478881e+01 7.869676804407443171e+01 1.174226011489453612e+02 1.072317598116611634e+02
1.079552204944886711e+02 9.402413557646448794e+01 9.270019482821800239e+01 9.665322486874561037e+01 9.988263139165313476e+01
1.025073773915981405e+02 7.770669590908883606e+01 1.012408670083576681e+02 1.126367234167758795e+02 1.070588201427460433e+02
9.276692234056983466e+01 1.271469370960836898e+02 7.839323012474385166e+01 1.028477175788173099e+02 1.120163982040666042e+02
1.070712166123761335e+02 7.367801493473993446e+01 8.783892798027082449e+01 9.252117930642152999e+01 9.923321217929179738e+01
8.183271246959331791e+01 9.522534103174177744e+01 8.409590413738720827e+01 9.790828405673717327e+01 1.046874231987853250e+02
7.361325075617820346e+01 9.481432457363342792e+01 8.698337582793585909e+01 9.374463699994861088e+01 1.167330380184010039e+02
7.342332231255728914e+01 1.037020574952764633e+02 1.036784188467712795e+02 1.053665434852516682e+02 8.617648889260712508e+01
7.267490756833505827e+01 9.955971773637391209e+01 1.046574239894846698e+02 1.060297215866347216e+02 1.015771637784923200e+02
8.524313370433962689e+01 9.748997015635525543e+01 7.062452304982770102e+01 1.018016884220674854e+02 1.034344986850157682e+02
8.836961258352351933e+01 9.604601779636607262e+01 7.253235013850250823e+01 1.109779375198062610e+02 9.653927170877865649e+01
9.091567579189005244e+01 1.054694863880805968e+02 7.407182401310816999e+01 9.425882148870799426e+01 1.042359343765959494e+02
9.438868919127497747e+01 8.736497292976659423e+01 1.112089070036102498e+02 1.226696365755056206e+02 9.702321386899149047e+01
8.394479993772844750e+01 9.964075008407621681e+01 9.634559409391840745e+01 1.093135984161111622e+02 1.113462001861534247e+02
8.306285639709193447e+01 1.039417227512840753e+02 9.444626787087383946e+01 1.036976004782627427e+02 1.028615328146437093e+02
1.087772600194696793e+02 1.085171614933165927e+02 8.812276216293903985e+01 1.076116440798205502e+02 1.084614296350239613e+02
1.076592315506816391e+02 1.136181033375313376e+02 8.599079166435673471e+01 1.120094730052944101e+02 1.096981839693831233e+02
9.127403688710970187e+01 1.018802120053113498e+02 7.893833941362930773e+01 1.210910640148782562e+02 1.111224728227553840e+02
8.615137538042006327e+01 9.591496042750702600e+01 1.005743148524739610e+02 1.213249776153604813e+02 1.075985650704261332e+02
8.869473431513316086e+01 9.181720945229878339e+01 8.867369923322709724e+01 8.322665184140838335e+01 1.038106669804708702e+02
9.075682448356066345e+01 1.081756149389247526e+02 9.888982514287116032e+01 9.744266257715128177e+01 8.105839220026612679e+01
8.501994838173574465e+01 8.841426574647054792e+01 9.661741923742533800e+01 9.450133760955169748e+01 1.197809414866790689e+02
9.092942513362173429e+01 1.176005763217204390e+02 8.828546478399245245e+01 1.094442781546736114e+02 1.194301432612469682e+02
9.238372882657986906e+01 7.644774103798428655e+01 8.219542264867436643e+01 1.124708358109708115e+02 1.084416796564618579e+02
9.051624078815405028e+01 8.775940769850805623e+01 9.285679189426949165e+01 1.217887057408800331e+02 1.039514744566545801e+02
9.513038433751964362e+01 9.389079971657909596e+01 8.020427641586498169e+01 1.240670656942485266e+02 1.064270804948934597e+02
9.128734744840828341e+01 1.011268236490513743e+02 7.581294223273856403e+01 1.002826277145038034e+02 9.403902114276701241e+01
8.670925320908025924e+01 8.617493740631834953e+01 9.104193977565834928e+01 9.655583609320684957e+01 9.640426463908667642e+01
1.122000280432898052e+02 8.703302230229630254e+01 9.155675218945644644e+01 1.093949434808860559e+02 8.745062811239030509e+01
8.314687448847243445e+01 1.016015083455784804e+02 7.813235122381480835e+01 9.413497252061503673e+01 9.817772414325733621e+01
1.006853237167954518e+02 9.687300559495227503e+01 9.729005254061851815e+01 1.227491857247214568e+02 1.079569789303615295e+02
9.735294989275433863e+01 9.608454506161265840e+01 7.660934969012376428e+01 1.039201460323576924e+02 9.006811055375899855e+01
9.572946865517810977e+01 9.160444090525773220e+01 9.591122602393886609e+01 9.068717917888407953e+01 9.460925591597184336e+01
1.007776591695908479e+02 1.036157322124776385e+02 7.104113010916719873e+01 1.025508017613924210e+02 1.051508577116953802e+02
9.991650525899315483e+01 7.366504413297442966e+01 6.889385776684393647e+01 1.105212330097049573e+02 9.615967513784934795e+01
1.042053263051486169e+02 7.971304940922283322e+01 1.081465221410982736e+02 1.077414309494166247e+02 1.032736161180729937e+02
9.818094521149079412e+01 9.148302051361997655e+01 8.724121761115603135e+01 9.619529612727583867e+01 1.032714274231762346e+02
8.124922229371267690e+01 9.665452884370274944e+01 8.137838734924628170e+01 1.163329258771132544e+02 1.053996570258726706e+02
9.646571952585310328e+01 9.176034050946326204e+01 9.516279853543834122e+01 1.109425593510929957e+02 9.233292585310064737e+01
7.417969343524272574e+01 8.669456232226741577e+01 9.913483153281487148e+01 9.138651253183394374e+01 9.006492076354946619e+01
9.124897496061399238e+01 8.198474613412751921e+01 7.976177119222344913e+01 8.868642100901311665e+01 1.163823940780457633e+02
9.566793474359232619e+01 1.065368031828129318e+02 7.813191337881977461e+01 9.083922721830384717e+01 9.752845946306418057e+01
9.205239619488432368e+01 9.620622303275270326e+01 8.206364939807565406e+01 1.124047001829789565e+02 9.572471019060822073e+01
7.728082492984792395e+01 9.658139884739904346e+01 7.703207566289239594e+01 1.065349210041147785e+02 1.010705046975396471e+02
8.726188058332208186e+01 1.056093357309358112e+02 7.989794704996621988e+01 1.078968182753583704e+02 8.715231701292070454e+01
8.129591028329414826e+01 1.022130034534991694e+02 9.255028484738228656e+01 9.384345651658965437e+01 8.784901709900272238e+01
9.002410209614875214e+01 8.721998459418414029e+01 9.362750747396098916e+01 8.263289233802790079e+01 1.059164023511721098e+02
9.003537943765017815e+01 9.830487351597500378e+01 9.468000251253126009e+01 1.185840519830457254e+02 1.070199505877883155e+02
9.513693836305201046e+01 9.836323080390489793e+01 8.639309990718622601e+01 9.624866796537578750e+01 1.190034826815215183e+02
9.841407309340009135e+01 9.350259705722751846e+01 8.786580626025502738e+01 1.164202750660183341e+02 1.201843075703932158e+02
9.981875884147515876e+01 8.646487124044219286e+01 9.529309038910142249e+01 1.216475146947474855e+02 1.171970784454972119e+02
8.897077278562136371e+01 8.797790137465167959e+01 8.549317305863073102e+01 9.650393806702066968e+01 1.022586210053141258e+02
9.629882991036302542e+01 1.006996639881808164e+02 8.660932916468857456e+01 9.576690076884541725e+01 1.055030686747784046e+02
7.604783710173745703e+01 9.823742657736011097e+01 8.613163579956290050e+01 1.270556733223051538e+02 1.038707480333380886e+02
8.997749561235443139e+01 1.019771881980257007e+02 8.123607059886724358e+01 1.298456906397049124e+02 1.096339704500310859e+02
8.981328154527844276e+01 8.809675288715864383e+01 9.227589573472415907e+01 1.325527045814044413e+02 9.444376309080477938e+01
8.470754025130135290e+01 9.524784278854207287e+01 1.193884589349638361e+02 1.352170338293885834e+02 9.636470175420656403e+01
8.657340677785401795e+01 9.830689227423992804e+01 8.699543791790060254e+01 1.328297402107705523e+02 9.807117248993696990e+01
9.440191580875357147e+01 1.124987646875499223e+02 8.024344653257347204e+01 8.066431303088840821e+01 9.096840710502925731e+01
8.667210492793915932e+01 1.167278506979014452e+02 1.048564946369361337e+02 1.188640918970242524e+02 1.087795748696682097e+02
1.021764839147306674e+02 7.704124707859097043e+01 9.693248806774766990e+01 9.169059840172995735e+01 1.054821632105511213e+02
8.544262981996078565e+01 7.834872824381236001e+01 8.118374377807971598e+01 8.049904264669834220e+01 1.015897005617514708e+02
9.361153256150265634e+01 8.437457351378064629e+01 8.720787141389004660e+01 9.662284205250074365e+01 1.092211139592552627e+02
7.383738638767113116e+01 1.002269695385018338e+02 1.038862749172900237e+02 1.293420320714097898e+02 1.099663005711152408e+02
8.441603574489252537e+01 8.307278148456671829e+01 1.014647414766741633e+02 1.199258304385107579e+02 1.085612816473498583e+02
9.188230125147026683e+01 8.137964473589488534e+01 1.045182940359456722e+02 1.168558564620937830e+02 1.095830259866142740e+02
8.749100206855706574e+01 8.395212976398269689e+01 9.361629277481388556e+01 9.110138908273036407e+01 1.066907089911389903e+02
7.186339147341570310e+01 9.692764307282394043e+01 8.398356335952411200e+01 9.983532746874445252e+01 9.548845576962511927e+01
7.387779304386219792e+01 9.799040481159686067e+01 1.018945574309690301e+02 9.808673336163086276e+01 9.142382690573073489e+01
7.472623990367422664e+01 8.773633056983788947e+01 8.846251226263231615e+01 1.144270612902316913e+02 8.282598140674798515e+01
7.382432216568939509e+01 8.747364518552147672e+01 8.395057871242087799e+01 9.860673105349437151e+01 8.111798274362720917e+01
9.040004581032499686e+01 9.846170749484380735e+01 1.019751138377295518e+02 1.168089500888440853e+02 8.763863896269349141e+01
8.941750146391387943e+01 1.044287719456109471e+02 6.163222266380284253e+01 9.542972711477862902e+01 1.033846559931194804e+02
9.252749956666202991e+01 8.951447075956608046e+01 1.042816315323169931e+02 8.560676809251276609e+01 1.042701970963847486e+02
1.002953930172102446e+02 9.730502635093354513e+01 7.810673056438068329e+01 1.079212774970061730e+02 1.113706451472477426e+02
8.406001832503061166e+01 1.007990710349820205e+02 6.369911121284660283e+01 9.747353176440617517e+01 1.135368672197766955e+02
8.638810958335062651e+01 9.307105591835977521e+01 8.106556806468711329e+01 1.007743172947107126e+02 1.026147744346697266e+02
8.559757165518978184e+01 1.071936247506477571e+02 9.790639941942849589e+01 8.898173104108886378e+01 1.030828466517403967e+02
8.600972936291375959e+01 8.334494517717371309e+01 1.026139251302633966e+02 1.003708016879733833e+02 8.922519056913350255e+01
8.910627538257347169e+01 9.721984611625046568e+01 1.053313343651561524e+02 1.021175981208710937e+02 1.093575602130342190e+02
8.922287362380011189e+01 8.244537524317469490e+01 7.338975713219620900e+01 1.022963671770854859e+02 1.052094820201520236e+02
9.104927513683171014e+01 8.362980733125266397e+01 7.498435109660029241e+01 1.030785747158595314e+02 9.221069608867236411e+01
9.860726227375789676e+01 9.899398178698194783e+01 9.671459798104800143e+01 1.084538821065452936e+02 9.152793499135228217e+01
9.132738629248048312e+01 8.701175370246699003e+01 9.905007804741720179e+01 1.015047875147362788e+02 9.987615283405739319e+01
8.265209251376339239e+01 9.528306742830521614e+01 8.770962721303695275e+01 9.949982796029547671e+01 1.100228519319255440e+02
9.232963709051249168e+01 8.942446853673877172e+01 9.178136891348910353e+01 1.141005356492802889e+02 8.714162505724060281e+01
8.991984471196767004e+01 1.068934642056690336e+02 9.327046833063937470e+01 1.076894234418795122e+02 1.048036905383204100e+02
8.900945781355972031e+01 1.038683000907836487e+02 1.039334979664027827e+02 9.857179526485653298e+01 8.960171841917400570e+01
9.461122092952284390e+01 1.024499572757885346e+02 7.739480434974215939e+01 1.115318632286062837e+02 8.817623038724445905e+01
9.075168291892248362e+01 9.696216589643300665e+01 9.474711286151440959e+01 1.119015962808481817e+02 8.912103727451713553e+01
8.788559182939820857e+01 9.453548349915006099e+01 9.022395869486211950e+01 9.408302053208618076e+01 8.821346425488935949e+01
9.830157618700221178e+01 9.115469040869119510e+01 8.787306388105865551e+01 1.224553016702363379e+02 1.139730778842884291e+02
8.525626478297954236e+01 9.087779515431998334e+01 8.299983923475681991e+01 1.062287948862504265e+02 1.189785521540021875e+02
9.165086295488696067e+01 9.490044704364424888e+01 7.882357066491366027e+01 9.437096086091899849e+01 1.099415881750888957e+02
9.480283520182848633e+01 9.291591104623732633e+01 9.853095023576715050e+01 1.124177976511080317e+02 9.060920644064201213e+01
9.835709233234345561e+01 8.666339477103656463e+01 9.146301736349469991e+01 1.006883471245773052e+02 8.662024469267940674e+01
8.717085902744594250e+01 8.595842227623040799e+01 9.097270183102628494e+01 1.055160178710218304e+02 1.244773979536800539e+02
8.649491944350653228e+01 1.021708723605874241e+02 9.024173036045885965e+01 1.124451586350330246e+02 9.396568836737748143e+01
9.336735883244037382e+01 1.062599364194981604e+02 9.419706776876293475e+01 9.627938522396544840e+01 1.020887147103664319e+02
8.142013209319412681e+01 9.984251348711812568e+01 8.615234913911167780e+01 1.082499473402217802e+02 9.892694889558335092e+01
8.277650563323734900e+01 9.786769023436886528e+01 1.048595422886994299e+02 1.147661606876871758e+02 1.010356526388980285e+02
8.241139448069725404e+01 9.277981704360344395e+01 1.113243700503020079e+02 1.076737345374172747e+02 1.058291085767927200e+02
8.636483596939240215e+01 8.491715842147402782e+01 1.097564296927725849e+02 1.043882869096964043e+02 1.010230080379057114e+02
9.839118010077996246e+01 7.825602323182909004e+01 8.815616406194070009e+01 1.079125484117992357e+02 1.002184765725220501e+02
8.601516670113157659e+01 8.303618240740604506e+01 1.058183204648556170e+02 9.778415196454403713e+01 1.092878444176072037e+02
8.812220704854510700e+01 1.055606907576670750e+02 9.104521373810976570e+01 1.073613362701858591e+02 1.137871164873044165e+02
8.822790238506706828e+01 9.511468859614531368e+01 1.000124542804500720e+02 1.018766319372724638e+02 8.998523092767840126e+01
1.063954393486946799e+02 1.004539922042411035e+02 1.001984600183208300e+02 1.025816717572306231e+02 1.128267901789005663e+02
8.710609658755819851e+01 1.033912288072209549e+02 1.026778706963223158e+02 1.084736908564116789e+02 1.034003304852237903e+02
8.256852968424810513e+01 8.679360433379220297e+01 8.647523344292787328e+01 9.940462580946083904e+01 1.079306694452955071e+02
9.750086700062695400e+01 1.021608269022659954e+02 8.604380379743567175e+01 9.757429113840791501e+01 1.039704190262418138e+02
8.685823256269671333e+01 7.856272407717443684e+01 8.195830428685268032e+01 1.024595506382206054e+02 1.023491360770396881e+02
9.237809362383762846e+01 1.009586179226526497e+02 8.894534024208550704e+01 1.206839511470244730e+02 1.046740298371043849e+02
8.266850250317571636e+01 9.325870708146814536e+01 7.749450787708020982e+01 8.741040651591436017e+01 1.031444848638826670e+02
8.747300025283153957e+01 1.028386931879752240e+02 8.501557280038794318e+01 1.067939123798404069e+02 1.046069977260995358e+02
9.500479435615321222e+01 9.085209982288117203e+01 1.018295546061181938e+02 8.371772256922913868e+01 1.271208960928807983e+02
8.594810528840071129e+01 1.164561247706667189e+02 7.909290122774338272e+01 8.384057906846666697e+01 1.191559646221881650e+02
9.198563335051854040e+01 1.232057323872823673e+02 9.110938054045792001e+01 1.013102371154921713e+02 1.125269489343977511e+02
8.885253378835631111e+01 1.055651247513192317e+02 8.483458403158276440e+01 1.010595581746595002e+02 1.133818182207827761e+02
8.344157478588148535e+01 9.895591858026362786e+01 8.469826502161029680e+01 1.069743895269360081e+02 1.016069696292131539e+02
8.661356965646304218e+01 1.076300111253374041e+02 8.652196236607160529e+01 1.165884793320975774e+02 1.075155759590952442e+02
9.313732392225095680e+01 8.324813928776691796e+01 8.982245149324532463e+01 9.809434794768567656e+01 9.700299211680381006e+01
1.040116446337174523e+02 9.411290044986375847e+01 8.861600911152238780e+01 1.086403772621076342e+02 1.168527590870179154e+02
1.011646442726126622e+02 8.442894148900998630e+01 1.072802129265594999e+02 1.021706168307929232e+02 1.174201033732607726e+02
9.067654050497684182e+01 1.038545915583578392e+02 9.223335863298430581e+01 9.609414224848492836e+01 1.114634329892537323e+02
8.945900843026123539e+01 9.867345714584877214e+01 8.415301528942200093e+01 8.952758738681555428e+01 9.787431263640883117e+01
8.886410367666015020e+01 8.266452065391261783e+01 7.695037096790973408e+01 8.916956413558891370e+01 1.029065339719669367e+02
9.528563252154303598e+01 1.142152666903610623e+02 7.877661687122449052e+01 8.920442325048264820e+01 1.123400538202313612e+02
1.080426580135929839e+02 9.933132485872253881e+01 1.007612128109433627e+02 9.973715099920001137e+01 1.202625087671843573e+02
9.363811552569171681e+01 1.041441541988945687e+02 1.007435354244571215e+02 1.010760233274194206e+02 1.135134352260246828e+02
1.039953656971540994e+02 8.415232390202579893e+01 9.069262073345677777e+01 9.848846781702062003e+01 1.156298977842602937e+02
1.092942897477809368e+02 8.540739749622242982e+01 8.807085251857478170e+01 1.036629349561277564e+02 1.001311236170614194e+02
